AGEP,COW,SCHL,MAR,OCCP,POBP,RELP,WKHP,SEX,RAC1P
46.0,1.0,23.0,1.0,2100.0,24.0,1.0,55.0,1.0,1.0
61.0,6.0,18.0,2.0,4600.0,47.0,0.0,10.0,2.0,2.0
63.0,7.0,19.0,1.0,4710.0,6.0,1.0,50.0,1.0,1.0
25.0,6.0,15.0,5.0,2752.0,6.0,4.0,10.0,1.0,8.0
51.0,1.0,14.0,1.0,5610.0,303.0,6.0,40.0,1.0,9.0
33.0,6.0,21.0,1.0,2360.0,6.0,0.0,1.0,2.0,1.0
26.0,1.0,20.0,5.0,3603.0,6.0,0.0,36.0,2.0,8.0
73.0,2.0,21.0,5.0,2050.0,48.0,17.0,40.0,2.0,3.0
21.0,1.0,18.0,5.0,5740.0,6.0,0.0,40.0,2.0,1.0
28.0,1.0,19.0,5.0,8990.0,6.0,5.0,50.0,1.0,8.0
48.0,1.0,18.0,5.0,9620.0,6.0,0.0,40.0,1.0,1.0
61.0,1.0,21.0,1.0,4840.0,303.0,0.0,40.0,1.0,1.0
31.0,1.0,21.0,5.0,3255.0,6.0,13.0,38.0,2.0,8.0
31.0,3.0,16.0,5.0,6355.0,6.0,0.0,40.0,1.0,1.0
20.0,1.0,15.0,5.0,4020.0,6.0,2.0,30.0,2.0,8.0
53.0,1.0,6.0,1.0,6260.0,313.0,1.0,40.0,1.0,1.0
48.0,7.0,18.0,1.0,4210.0,233.0,0.0,16.0,1.0,6.0
32.0,5.0,19.0,1.0,9830.0,41.0,1.0,40.0,1.0,1.0
40.0,1.0,16.0,1.0,4110.0,303.0,1.0,80.0,2.0,8.0
26.0,1.0,21.0,5.0,1650.0,6.0,0.0,42.0,2.0,1.0
29.0,1.0,16.0,5.0,5300.0,6.0,12.0,40.0,2.0,8.0
21.0,1.0,20.0,5.0,4600.0,6.0,2.0,25.0,2.0,8.0
60.0,6.0,20.0,3.0,710.0,6.0,0.0,20.0,2.0,1.0
66.0,2.0,21.0,1.0,910.0,217.0,0.0,38.0,2.0,6.0
39.0,6.0,12.0,1.0,9130.0,303.0,0.0,40.0,1.0,8.0
48.0,1.0,21.0,5.0,3930.0,164.0,0.0,40.0,1.0,1.0
66.0,1.0,21.0,5.0,3323.0,207.0,0.0,40.0,1.0,6.0
55.0,3.0,21.0,1.0,2320.0,303.0,1.0,40.0,2.0,3.0
60.0,2.0,16.0,1.0,700.0,56.0,1.0,40.0,1.0,1.0
62.0,1.0,21.0,3.0,3255.0,53.0,0.0,36.0,2.0,1.0
58.0,1.0,16.0,1.0,5610.0,365.0,1.0,40.0,1.0,8.0
59.0,1.0,20.0,1.0,440.0,41.0,0.0,50.0,1.0,8.0
58.0,1.0,22.0,1.0,440.0,36.0,1.0,50.0,1.0,1.0
46.0,6.0,21.0,1.0,310.0,233.0,1.0,40.0,1.0,6.0
38.0,7.0,18.0,3.0,4510.0,303.0,0.0,40.0,2.0,1.0
18.0,1.0,16.0,5.0,4720.0,6.0,2.0,10.0,2.0,9.0
39.0,1.0,22.0,1.0,110.0,126.0,0.0,40.0,1.0,1.0
42.0,1.0,22.0,1.0,1022.0,162.0,0.0,40.0,1.0,1.0
39.0,1.0,19.0,1.0,800.0,303.0,1.0,40.0,2.0,1.0
36.0,3.0,21.0,5.0,3602.0,158.0,0.0,25.0,2.0,1.0
26.0,3.0,21.0,5.0,2310.0,6.0,2.0,40.0,2.0,1.0
59.0,1.0,21.0,1.0,710.0,6.0,1.0,50.0,2.0,2.0
59.0,5.0,22.0,1.0,440.0,22.0,0.0,40.0,1.0,1.0
25.0,1.0,19.0,5.0,4055.0,6.0,2.0,25.0,2.0,6.0
53.0,4.0,24.0,1.0,2205.0,6.0,0.0,40.0,2.0,1.0
72.0,7.0,19.0,3.0,4920.0,6.0,0.0,25.0,1.0,1.0
60.0,1.0,19.0,1.0,3500.0,4.0,0.0,48.0,2.0,8.0
44.0,7.0,17.0,1.0,440.0,6.0,0.0,60.0,1.0,1.0
32.0,1.0,22.0,1.0,1021.0,166.0,12.0,40.0,1.0,1.0
39.0,6.0,22.0,1.0,4230.0,312.0,1.0,30.0,2.0,8.0
27.0,1.0,21.0,1.0,4040.0,8.0,0.0,25.0,2.0,9.0
29.0,1.0,21.0,5.0,2830.0,29.0,0.0,50.0,2.0,1.0
38.0,1.0,22.0,5.0,705.0,210.0,0.0,50.0,1.0,6.0
45.0,1.0,14.0,1.0,4010.0,303.0,1.0,55.0,1.0,1.0
53.0,1.0,21.0,1.0,4850.0,6.0,0.0,40.0,1.0,6.0
29.0,1.0,21.0,5.0,4710.0,6.0,2.0,40.0,1.0,2.0
74.0,1.0,16.0,1.0,9005.0,17.0,1.0,40.0,2.0,1.0
21.0,2.0,16.0,5.0,9620.0,6.0,2.0,20.0,1.0,1.0
42.0,1.0,16.0,3.0,6442.0,6.0,0.0,40.0,1.0,1.0
21.0,1.0,16.0,5.0,4760.0,6.0,2.0,8.0,1.0,1.0
54.0,1.0,18.0,1.0,4850.0,6.0,0.0,40.0,1.0,5.0
50.0,1.0,20.0,2.0,5100.0,247.0,0.0,40.0,2.0,6.0
38.0,1.0,19.0,5.0,4020.0,303.0,0.0,40.0,2.0,1.0
25.0,2.0,22.0,5.0,5740.0,39.0,12.0,40.0,2.0,1.0
47.0,1.0,19.0,1.0,4810.0,212.0,1.0,40.0,2.0,1.0
47.0,1.0,18.0,1.0,9142.0,313.0,6.0,20.0,2.0,1.0
52.0,3.0,22.0,1.0,2016.0,48.0,0.0,40.0,2.0,9.0
62.0,3.0,22.0,1.0,1822.0,24.0,0.0,45.0,1.0,1.0
32.0,1.0,19.0,1.0,5820.0,6.0,1.0,20.0,2.0,1.0
43.0,1.0,16.0,1.0,8990.0,207.0,0.0,40.0,2.0,6.0
67.0,6.0,19.0,3.0,8750.0,36.0,0.0,30.0,2.0,1.0
24.0,1.0,17.0,5.0,4000.0,41.0,4.0,38.0,1.0,1.0
57.0,1.0,21.0,3.0,140.0,109.0,0.0,60.0,1.0,1.0
25.0,1.0,16.0,5.0,2722.0,210.0,12.0,35.0,1.0,6.0
47.0,1.0,16.0,1.0,4030.0,312.0,11.0,40.0,2.0,1.0
58.0,1.0,12.0,1.0,6260.0,303.0,0.0,40.0,1.0,1.0
25.0,1.0,21.0,5.0,4965.0,6.0,0.0,45.0,1.0,1.0
29.0,1.0,18.0,1.0,9130.0,6.0,0.0,40.0,1.0,8.0
27.0,1.0,16.0,5.0,310.0,6.0,15.0,45.0,2.0,2.0
33.0,7.0,21.0,5.0,4920.0,6.0,12.0,40.0,2.0,8.0
32.0,6.0,19.0,5.0,4950.0,6.0,0.0,30.0,1.0,1.0
46.0,1.0,24.0,1.0,2100.0,48.0,0.0,50.0,1.0,1.0
56.0,1.0,20.0,1.0,1108.0,247.0,0.0,40.0,1.0,6.0
74.0,1.0,24.0,1.0,1530.0,36.0,1.0,40.0,1.0,1.0
34.0,1.0,22.0,5.0,1021.0,40.0,0.0,40.0,1.0,6.0
60.0,2.0,21.0,1.0,350.0,6.0,0.0,50.0,2.0,1.0
44.0,1.0,24.0,1.0,2360.0,48.0,0.0,40.0,1.0,1.0
47.0,1.0,21.0,1.0,705.0,119.0,0.0,50.0,1.0,1.0
48.0,3.0,19.0,5.0,2545.0,6.0,0.0,40.0,1.0,1.0
56.0,7.0,22.0,3.0,350.0,6.0,17.0,70.0,2.0,1.0
40.0,6.0,19.0,1.0,2360.0,34.0,0.0,35.0,1.0,1.0
23.0,1.0,21.0,5.0,3646.0,301.0,2.0,20.0,2.0,6.0
32.0,1.0,21.0,5.0,4965.0,233.0,12.0,50.0,2.0,6.0
51.0,1.0,21.0,1.0,9142.0,362.0,1.0,50.0,1.0,1.0
54.0,1.0,21.0,5.0,8800.0,303.0,10.0,48.0,1.0,8.0
57.0,3.0,16.0,3.0,5860.0,1.0,13.0,40.0,2.0,1.0
75.0,3.0,21.0,1.0,3255.0,233.0,10.0,40.0,2.0,9.0
21.0,1.0,9.0,5.0,6260.0,303.0,0.0,40.0,1.0,8.0
40.0,1.0,11.0,1.0,6050.0,303.0,1.0,40.0,2.0,1.0
57.0,1.0,16.0,5.0,7340.0,36.0,0.0,30.0,1.0,9.0
26.0,1.0,21.0,5.0,2640.0,49.0,13.0,25.0,1.0,1.0
51.0,6.0,17.0,1.0,4251.0,303.0,0.0,60.0,1.0,8.0
46.0,1.0,20.0,3.0,4140.0,303.0,0.0,15.0,2.0,1.0
43.0,1.0,24.0,1.0,1021.0,207.0,1.0,40.0,1.0,6.0
19.0,1.0,19.0,5.0,3930.0,6.0,17.0,20.0,1.0,9.0
59.0,1.0,16.0,3.0,5810.0,6.0,2.0,40.0,2.0,1.0
67.0,3.0,20.0,5.0,3602.0,6.0,15.0,28.0,1.0,9.0
49.0,1.0,11.0,1.0,6442.0,312.0,0.0,60.0,1.0,8.0
47.0,1.0,16.0,3.0,9620.0,303.0,13.0,40.0,2.0,9.0
64.0,8.0,20.0,1.0,5400.0,6.0,0.0,10.0,1.0,1.0
46.0,6.0,21.0,1.0,4525.0,247.0,9.0,25.0,2.0,6.0
35.0,1.0,21.0,5.0,220.0,6.0,0.0,50.0,1.0,1.0
34.0,1.0,16.0,1.0,5400.0,6.0,1.0,40.0,2.0,8.0
42.0,2.0,19.0,1.0,3602.0,54.0,1.0,20.0,2.0,1.0
46.0,1.0,20.0,3.0,1541.0,364.0,0.0,40.0,2.0,1.0
31.0,1.0,16.0,5.0,9620.0,6.0,2.0,50.0,2.0,1.0
58.0,1.0,19.0,1.0,20.0,6.0,1.0,72.0,1.0,1.0
39.0,1.0,21.0,1.0,1530.0,247.0,0.0,40.0,1.0,6.0
26.0,1.0,18.0,5.0,9121.0,6.0,2.0,30.0,1.0,1.0
37.0,2.0,24.0,1.0,2205.0,25.0,1.0,40.0,1.0,1.0
56.0,1.0,21.0,1.0,52.0,16.0,1.0,50.0,2.0,1.0
18.0,1.0,16.0,5.0,4760.0,6.0,2.0,10.0,1.0,9.0
39.0,1.0,16.0,5.0,4920.0,303.0,4.0,40.0,2.0,8.0
64.0,3.0,19.0,1.0,4600.0,39.0,0.0,12.0,2.0,1.0
26.0,1.0,24.0,5.0,3270.0,11.0,11.0,19.0,2.0,2.0
45.0,2.0,21.0,1.0,3545.0,28.0,0.0,40.0,1.0,2.0
72.0,5.0,20.0,1.0,910.0,40.0,0.0,40.0,1.0,1.0
57.0,1.0,19.0,1.0,9620.0,6.0,0.0,40.0,1.0,1.0
64.0,5.0,18.0,1.0,440.0,215.0,1.0,40.0,1.0,1.0
31.0,1.0,19.0,5.0,9620.0,6.0,0.0,40.0,1.0,9.0
80.0,7.0,21.0,1.0,4920.0,9.0,0.0,30.0,1.0,1.0
60.0,7.0,21.0,1.0,310.0,6.0,0.0,40.0,1.0,1.0
65.0,2.0,19.0,1.0,120.0,6.0,0.0,44.0,1.0,1.0
52.0,4.0,19.0,1.0,3802.0,6.0,0.0,40.0,1.0,1.0
64.0,1.0,21.0,1.0,120.0,6.0,0.0,40.0,1.0,1.0
44.0,1.0,21.0,1.0,1530.0,210.0,1.0,40.0,2.0,6.0
41.0,1.0,19.0,1.0,5820.0,314.0,1.0,45.0,2.0,1.0
22.0,1.0,16.0,1.0,4220.0,6.0,1.0,40.0,1.0,1.0
74.0,7.0,22.0,3.0,440.0,163.0,0.0,50.0,1.0,1.0
40.0,1.0,20.0,5.0,700.0,6.0,0.0,60.0,2.0,1.0
55.0,1.0,16.0,5.0,6050.0,6.0,2.0,15.0,1.0,8.0
61.0,1.0,20.0,1.0,4850.0,6.0,1.0,40.0,1.0,1.0
34.0,1.0,21.0,5.0,5000.0,26.0,13.0,60.0,1.0,1.0
24.0,1.0,21.0,5.0,4760.0,6.0,2.0,15.0,1.0,6.0
27.0,2.0,16.0,5.0,6260.0,6.0,12.0,32.0,1.0,1.0
51.0,1.0,23.0,1.0,440.0,6.0,1.0,45.0,2.0,1.0
31.0,1.0,19.0,5.0,4700.0,303.0,5.0,80.0,1.0,8.0
45.0,1.0,23.0,1.0,2100.0,212.0,1.0,56.0,2.0,1.0
24.0,1.0,15.0,5.0,5240.0,303.0,12.0,25.0,1.0,8.0
51.0,1.0,11.0,1.0,9640.0,303.0,1.0,45.0,2.0,1.0
31.0,1.0,19.0,1.0,6050.0,233.0,10.0,40.0,2.0,6.0
54.0,3.0,12.0,1.0,4600.0,364.0,1.0,25.0,2.0,8.0
57.0,6.0,16.0,1.0,9130.0,6.0,1.0,1.0,1.0,2.0
38.0,2.0,20.0,5.0,350.0,233.0,2.0,24.0,2.0,6.0
39.0,1.0,22.0,1.0,4700.0,313.0,0.0,40.0,1.0,9.0
48.0,2.0,20.0,1.0,4600.0,370.0,1.0,32.0,2.0,1.0
45.0,1.0,21.0,3.0,4840.0,17.0,13.0,40.0,1.0,1.0
47.0,6.0,1.0,1.0,4251.0,303.0,0.0,40.0,1.0,1.0
44.0,1.0,15.0,1.0,9645.0,6.0,2.0,40.0,1.0,2.0
44.0,1.0,10.0,5.0,6050.0,6.0,6.0,30.0,2.0,8.0
55.0,1.0,20.0,4.0,440.0,364.0,6.0,40.0,2.0,1.0
31.0,1.0,21.0,1.0,630.0,6.0,1.0,40.0,2.0,1.0
57.0,1.0,16.0,5.0,6410.0,6.0,0.0,40.0,1.0,1.0
42.0,1.0,21.0,1.0,800.0,207.0,1.0,40.0,2.0,6.0
46.0,1.0,15.0,1.0,9610.0,312.0,0.0,40.0,1.0,8.0
30.0,1.0,9.0,5.0,8300.0,312.0,15.0,40.0,1.0,1.0
69.0,5.0,19.0,2.0,5240.0,233.0,0.0,40.0,1.0,6.0
56.0,1.0,22.0,1.0,4850.0,6.0,0.0,45.0,1.0,1.0
44.0,1.0,20.0,1.0,440.0,240.0,1.0,40.0,2.0,6.0
56.0,7.0,16.0,1.0,5260.0,6.0,1.0,40.0,2.0,1.0
42.0,1.0,21.0,5.0,52.0,24.0,13.0,55.0,1.0,1.0
53.0,1.0,20.0,1.0,440.0,6.0,1.0,45.0,1.0,1.0
33.0,1.0,17.0,1.0,5310.0,6.0,0.0,40.0,2.0,1.0
43.0,1.0,22.0,1.0,1021.0,210.0,0.0,45.0,1.0,6.0
27.0,6.0,16.0,5.0,3630.0,6.0,16.0,40.0,2.0,1.0
