AGEP,COW,SCHL,MAR,OCCP,POBP,RELP,WKHP,SEX,RAC1P
48.0,1.0,12.0,1.0,9640.0,303.0,0.0,48.0,2.0,1.0
60.0,6.0,4.0,5.0,4251.0,6.0,6.0,25.0,1.0,1.0
73.0,1.0,12.0,3.0,205.0,48.0,15.0,20.0,1.0,8.0
63.0,3.0,23.0,1.0,2320.0,6.0,0.0,40.0,1.0,9.0
28.0,1.0,21.0,5.0,3640.0,360.0,0.0,6.0,1.0,6.0
39.0,1.0,19.0,1.0,4220.0,6.0,1.0,20.0,2.0,1.0
53.0,1.0,21.0,1.0,5165.0,6.0,0.0,40.0,1.0,9.0
23.0,1.0,18.0,5.0,9620.0,6.0,7.0,10.0,1.0,6.0
60.0,2.0,16.0,3.0,4600.0,6.0,0.0,40.0,2.0,1.0
41.0,4.0,21.0,3.0,5740.0,15.0,0.0,55.0,2.0,7.0
20.0,1.0,19.0,5.0,4030.0,6.0,2.0,30.0,1.0,1.0
48.0,1.0,16.0,3.0,4110.0,6.0,0.0,50.0,2.0,1.0
59.0,1.0,15.0,2.0,2016.0,6.0,0.0,40.0,2.0,1.0
51.0,1.0,11.0,4.0,8950.0,303.0,0.0,40.0,1.0,1.0
32.0,1.0,18.0,5.0,7130.0,6.0,0.0,50.0,1.0,1.0
64.0,3.0,21.0,3.0,800.0,209.0,0.0,40.0,1.0,6.0
46.0,1.0,21.0,3.0,9030.0,55.0,0.0,40.0,1.0,1.0
35.0,1.0,20.0,1.0,5610.0,6.0,2.0,60.0,1.0,1.0
41.0,1.0,16.0,1.0,6765.0,6.0,1.0,40.0,1.0,8.0
57.0,1.0,21.0,1.0,4800.0,6.0,1.0,40.0,1.0,1.0
31.0,1.0,19.0,5.0,4710.0,207.0,0.0,40.0,1.0,6.0
53.0,3.0,21.0,1.0,300.0,6.0,0.0,55.0,1.0,1.0
29.0,1.0,20.0,5.0,5400.0,303.0,0.0,40.0,2.0,1.0
43.0,1.0,19.0,3.0,3645.0,13.0,15.0,35.0,2.0,8.0
66.0,1.0,7.0,1.0,6260.0,303.0,6.0,40.0,1.0,1.0
60.0,3.0,21.0,1.0,2014.0,6.0,0.0,40.0,2.0,1.0
52.0,7.0,18.0,3.0,9130.0,303.0,0.0,75.0,1.0,8.0
70.0,1.0,21.0,1.0,4760.0,25.0,1.0,14.0,2.0,1.0
19.0,1.0,19.0,5.0,1970.0,139.0,17.0,20.0,2.0,6.0
40.0,4.0,21.0,1.0,2310.0,6.0,0.0,24.0,2.0,1.0
40.0,1.0,8.0,1.0,3960.0,303.0,17.0,40.0,1.0,1.0
20.0,1.0,16.0,5.0,4130.0,6.0,13.0,35.0,2.0,1.0
24.0,1.0,21.0,5.0,5740.0,42.0,13.0,20.0,2.0,1.0
37.0,1.0,9.0,1.0,6410.0,303.0,1.0,40.0,1.0,8.0
54.0,1.0,16.0,1.0,9150.0,6.0,1.0,38.0,2.0,1.0
33.0,6.0,12.0,1.0,4251.0,312.0,0.0,50.0,1.0,8.0
47.0,1.0,19.0,1.0,136.0,6.0,0.0,25.0,2.0,1.0
23.0,1.0,18.0,5.0,4010.0,4.0,0.0,30.0,1.0,1.0
35.0,1.0,16.0,1.0,6200.0,6.0,0.0,40.0,1.0,1.0
53.0,1.0,19.0,3.0,110.0,6.0,0.0,40.0,2.0,1.0
49.0,3.0,21.0,1.0,2310.0,303.0,1.0,40.0,1.0,8.0
22.0,1.0,19.0,5.0,4600.0,303.0,2.0,40.0,2.0,1.0
46.0,3.0,22.0,1.0,440.0,6.0,0.0,60.0,1.0,1.0
62.0,3.0,19.0,3.0,565.0,4.0,0.0,50.0,1.0,1.0
25.0,1.0,18.0,3.0,4920.0,6.0,0.0,32.0,2.0,1.0
52.0,1.0,21.0,1.0,1970.0,207.0,6.0,45.0,1.0,6.0
63.0,1.0,16.0,1.0,2205.0,303.0,1.0,20.0,2.0,5.0
27.0,1.0,19.0,5.0,9620.0,6.0,2.0,40.0,1.0,8.0
27.0,1.0,20.0,5.0,3401.0,6.0,2.0,35.0,1.0,1.0
43.0,3.0,22.0,1.0,230.0,6.0,0.0,50.0,2.0,9.0
47.0,7.0,18.0,3.0,4810.0,35.0,15.0,40.0,2.0,8.0
62.0,1.0,18.0,1.0,3602.0,233.0,10.0,40.0,1.0,6.0
52.0,1.0,21.0,5.0,2830.0,6.0,13.0,40.0,2.0,1.0
32.0,1.0,16.0,5.0,5120.0,6.0,0.0,40.0,2.0,8.0
51.0,6.0,1.0,5.0,6260.0,501.0,0.0,60.0,1.0,6.0
38.0,3.0,20.0,1.0,3740.0,6.0,1.0,72.0,1.0,1.0
52.0,1.0,22.0,3.0,1360.0,6.0,0.0,40.0,1.0,1.0
30.0,6.0,16.0,5.0,9142.0,6.0,11.0,40.0,1.0,2.0
54.0,1.0,22.0,1.0,10.0,17.0,1.0,55.0,1.0,1.0
47.0,2.0,20.0,1.0,800.0,247.0,0.0,35.0,2.0,6.0
45.0,1.0,21.0,3.0,120.0,303.0,2.0,40.0,2.0,8.0
28.0,1.0,16.0,1.0,4210.0,303.0,0.0,40.0,1.0,1.0
26.0,1.0,19.0,5.0,5240.0,6.0,2.0,40.0,2.0,2.0
45.0,1.0,21.0,1.0,735.0,6.0,0.0,40.0,2.0,6.0
40.0,1.0,22.0,1.0,3910.0,327.0,0.0,52.0,1.0,1.0
48.0,1.0,16.0,1.0,3645.0,6.0,1.0,40.0,2.0,1.0
34.0,1.0,21.0,5.0,9050.0,36.0,0.0,40.0,2.0,1.0
53.0,1.0,1.0,1.0,9130.0,303.0,0.0,45.0,1.0,8.0
27.0,1.0,16.0,5.0,160.0,6.0,2.0,40.0,1.0,1.0
48.0,1.0,21.0,5.0,4965.0,303.0,0.0,40.0,2.0,8.0
25.0,1.0,21.0,1.0,1031.0,37.0,1.0,35.0,1.0,1.0
71.0,3.0,20.0,2.0,3602.0,48.0,0.0,15.0,2.0,1.0
39.0,3.0,22.0,5.0,2310.0,301.0,0.0,40.0,2.0,1.0
66.0,6.0,16.0,1.0,4750.0,239.0,8.0,40.0,1.0,1.0
21.0,1.0,19.0,5.0,5240.0,6.0,12.0,23.0,1.0,1.0
18.0,1.0,14.0,5.0,4350.0,6.0,2.0,25.0,2.0,1.0
29.0,2.0,16.0,5.0,5110.0,6.0,0.0,40.0,2.0,1.0
37.0,3.0,18.0,1.0,3801.0,6.0,1.0,40.0,1.0,1.0
25.0,1.0,16.0,5.0,9620.0,6.0,13.0,40.0,2.0,8.0
50.0,1.0,16.0,1.0,2360.0,217.0,0.0,40.0,1.0,6.0
19.0,1.0,19.0,5.0,5860.0,6.0,17.0,20.0,2.0,1.0
34.0,1.0,19.0,1.0,4920.0,6.0,0.0,60.0,2.0,1.0
47.0,1.0,16.0,5.0,4110.0,6.0,0.0,12.0,2.0,2.0
45.0,1.0,17.0,5.0,4720.0,6.0,4.0,24.0,2.0,1.0
30.0,1.0,18.0,5.0,4020.0,303.0,15.0,60.0,1.0,1.0
51.0,1.0,21.0,3.0,705.0,6.0,0.0,40.0,2.0,1.0
31.0,4.0,24.0,5.0,1650.0,6.0,0.0,60.0,2.0,6.0
60.0,1.0,21.0,1.0,9210.0,6.0,1.0,77.0,1.0,1.0
48.0,4.0,20.0,1.0,5740.0,303.0,0.0,60.0,2.0,1.0
30.0,1.0,19.0,5.0,5610.0,6.0,11.0,44.0,1.0,1.0
45.0,1.0,21.0,1.0,710.0,53.0,0.0,40.0,2.0,1.0
72.0,4.0,22.0,1.0,2205.0,17.0,0.0,18.0,2.0,1.0
62.0,4.0,20.0,3.0,2310.0,301.0,0.0,30.0,2.0,1.0
54.0,1.0,18.0,3.0,3602.0,66.0,12.0,20.0,2.0,7.0
27.0,1.0,16.0,5.0,4055.0,6.0,4.0,40.0,1.0,1.0
33.0,1.0,21.0,1.0,2100.0,56.0,1.0,50.0,2.0,1.0
71.0,6.0,16.0,1.0,6230.0,6.0,1.0,40.0,1.0,9.0
50.0,6.0,16.0,1.0,6260.0,207.0,1.0,20.0,1.0,6.0
35.0,1.0,9.0,1.0,6410.0,314.0,1.0,40.0,1.0,1.0
56.0,1.0,22.0,1.0,440.0,215.0,1.0,50.0,2.0,6.0
47.0,1.0,17.0,2.0,6410.0,6.0,0.0,40.0,1.0,1.0
52.0,1.0,21.0,1.0,630.0,21.0,0.0,60.0,1.0,1.0
62.0,1.0,18.0,1.0,1530.0,240.0,1.0,40.0,1.0,6.0
45.0,1.0,17.0,1.0,8450.0,6.0,1.0,10.0,1.0,1.0
56.0,3.0,22.0,3.0,5860.0,414.0,6.0,40.0,2.0,1.0
34.0,1.0,21.0,5.0,4700.0,41.0,0.0,40.0,2.0,1.0
58.0,1.0,19.0,5.0,1650.0,39.0,12.0,40.0,2.0,1.0
29.0,1.0,20.0,1.0,4010.0,303.0,0.0,40.0,2.0,8.0
41.0,1.0,22.0,1.0,735.0,42.0,0.0,99.0,1.0,1.0
49.0,1.0,16.0,1.0,9610.0,233.0,0.0,56.0,1.0,9.0
22.0,2.0,16.0,5.0,5920.0,207.0,12.0,40.0,1.0,6.0
50.0,1.0,23.0,5.0,3090.0,26.0,2.0,11.0,2.0,6.0
28.0,6.0,16.0,5.0,4350.0,6.0,7.0,60.0,2.0,8.0
28.0,6.0,19.0,5.0,9110.0,6.0,12.0,5.0,1.0,8.0
25.0,1.0,21.0,5.0,4110.0,6.0,2.0,30.0,2.0,1.0
23.0,1.0,12.0,1.0,6230.0,313.0,0.0,40.0,1.0,1.0
30.0,3.0,22.0,5.0,2320.0,6.0,12.0,30.0,1.0,1.0
27.0,1.0,20.0,5.0,9130.0,6.0,7.0,40.0,1.0,1.0
39.0,1.0,19.0,1.0,110.0,233.0,0.0,50.0,2.0,6.0
36.0,3.0,21.0,5.0,5000.0,303.0,17.0,40.0,2.0,1.0
63.0,1.0,16.0,3.0,2640.0,6.0,0.0,32.0,1.0,1.0
40.0,6.0,21.0,1.0,5110.0,6.0,1.0,30.0,1.0,1.0
53.0,1.0,18.0,1.0,410.0,54.0,1.0,40.0,2.0,1.0
40.0,1.0,22.0,5.0,6050.0,6.0,11.0,7.0,1.0,1.0
31.0,1.0,19.0,1.0,9645.0,512.0,1.0,32.0,2.0,7.0
51.0,1.0,19.0,3.0,9130.0,6.0,9.0,45.0,1.0,1.0
24.0,2.0,21.0,5.0,1970.0,41.0,12.0,40.0,2.0,1.0
28.0,1.0,19.0,5.0,6200.0,6.0,2.0,40.0,1.0,1.0
20.0,1.0,19.0,5.0,4760.0,233.0,2.0,20.0,2.0,6.0
60.0,4.0,16.0,1.0,4600.0,6.0,1.0,2.0,2.0,6.0
32.0,3.0,22.0,5.0,2310.0,6.0,12.0,40.0,2.0,6.0
40.0,1.0,21.0,5.0,1305.0,11.0,0.0,50.0,1.0,1.0
26.0,1.0,21.0,5.0,6260.0,6.0,12.0,60.0,1.0,1.0
28.0,5.0,19.0,1.0,3500.0,421.0,0.0,90.0,1.0,2.0
59.0,2.0,21.0,1.0,9150.0,40.0,0.0,40.0,1.0,1.0
61.0,3.0,22.0,1.0,1108.0,209.0,0.0,40.0,1.0,6.0
53.0,3.0,19.0,1.0,6260.0,6.0,0.0,40.0,1.0,1.0
34.0,3.0,16.0,5.0,4700.0,6.0,0.0,15.0,2.0,8.0
72.0,6.0,22.0,1.0,2850.0,36.0,1.0,20.0,1.0,1.0
76.0,6.0,21.0,1.0,4810.0,6.0,0.0,40.0,1.0,1.0
28.0,1.0,19.0,1.0,4700.0,6.0,10.0,38.0,2.0,1.0
25.0,6.0,16.0,5.0,440.0,301.0,2.0,32.0,2.0,1.0
19.0,1.0,11.0,5.0,4110.0,6.0,15.0,65.0,2.0,9.0
31.0,1.0,16.0,1.0,5110.0,207.0,1.0,30.0,2.0,6.0
69.0,6.0,16.0,1.0,5120.0,27.0,0.0,40.0,2.0,1.0
70.0,1.0,22.0,1.0,1530.0,6.0,0.0,72.0,1.0,1.0
64.0,7.0,20.0,3.0,4920.0,39.0,0.0,30.0,2.0,1.0
48.0,1.0,18.0,1.0,2545.0,303.0,1.0,30.0,2.0,8.0
27.0,1.0,16.0,4.0,4760.0,23.0,0.0,25.0,1.0,1.0
35.0,1.0,18.0,5.0,8990.0,6.0,0.0,40.0,2.0,2.0
23.0,1.0,16.0,5.0,4030.0,6.0,2.0,32.0,2.0,9.0
29.0,1.0,18.0,5.0,4110.0,139.0,5.0,15.0,2.0,1.0
52.0,1.0,6.0,1.0,6050.0,303.0,0.0,48.0,1.0,1.0
19.0,1.0,18.0,5.0,4140.0,6.0,2.0,16.0,1.0,1.0
37.0,1.0,21.0,1.0,1065.0,132.0,0.0,50.0,1.0,1.0
53.0,2.0,1.0,1.0,4140.0,312.0,15.0,20.0,1.0,1.0
69.0,1.0,23.0,1.0,2100.0,42.0,0.0,5.0,2.0,1.0
48.0,1.0,22.0,3.0,3255.0,39.0,0.0,40.0,2.0,1.0
23.0,4.0,21.0,5.0,800.0,6.0,11.0,65.0,2.0,6.0
35.0,1.0,14.0,5.0,4230.0,6.0,13.0,40.0,1.0,1.0
58.0,4.0,16.0,3.0,650.0,6.0,0.0,40.0,2.0,1.0
23.0,1.0,16.0,5.0,7700.0,6.0,12.0,40.0,2.0,1.0
69.0,4.0,23.0,1.0,705.0,6.0,1.0,60.0,1.0,1.0
55.0,1.0,8.0,1.0,9640.0,303.0,1.0,40.0,2.0,1.0
49.0,1.0,9.0,1.0,4251.0,303.0,6.0,40.0,1.0,1.0
53.0,1.0,10.0,1.0,7720.0,303.0,1.0,37.0,2.0,1.0
52.0,1.0,17.0,1.0,9130.0,6.0,0.0,45.0,1.0,1.0
23.0,6.0,20.0,5.0,3255.0,6.0,0.0,25.0,2.0,1.0
48.0,3.0,19.0,1.0,7340.0,26.0,0.0,40.0,1.0,1.0
36.0,1.0,21.0,1.0,120.0,6.0,1.0,45.0,2.0,2.0
53.0,1.0,16.0,5.0,3602.0,303.0,5.0,40.0,1.0,1.0
60.0,7.0,16.0,1.0,310.0,6.0,1.0,40.0,1.0,1.0
40.0,1.0,16.0,1.0,440.0,303.0,0.0,40.0,2.0,1.0
36.0,1.0,21.0,1.0,1021.0,211.0,0.0,40.0,1.0,6.0
50.0,1.0,16.0,1.0,20.0,6.0,1.0,40.0,1.0,1.0
42.0,1.0,18.0,1.0,8255.0,303.0,1.0,40.0,1.0,1.0
49.0,2.0,22.0,3.0,2310.0,36.0,0.0,47.0,1.0,1.0
22.0,1.0,19.0,5.0,7810.0,6.0,2.0,32.0,1.0,1.0
19.0,4.0,19.0,5.0,5610.0,6.0,0.0,27.0,1.0,1.0
35.0,1.0,19.0,1.0,5240.0,212.0,1.0,40.0,2.0,1.0
46.0,1.0,19.0,3.0,7340.0,6.0,0.0,40.0,1.0,1.0
37.0,1.0,16.0,3.0,4030.0,6.0,12.0,40.0,1.0,1.0
57.0,1.0,21.0,1.0,3603.0,233.0,0.0,40.0,2.0,6.0
54.0,1.0,21.0,1.0,1220.0,39.0,0.0,48.0,1.0,1.0
38.0,1.0,20.0,1.0,9142.0,6.0,1.0,40.0,2.0,2.0
31.0,1.0,21.0,1.0,2721.0,6.0,1.0,40.0,1.0,1.0
20.0,1.0,18.0,5.0,9130.0,6.0,2.0,32.0,2.0,1.0
47.0,5.0,20.0,1.0,110.0,6.0,0.0,40.0,1.0,1.0
21.0,1.0,16.0,5.0,4600.0,210.0,2.0,40.0,2.0,6.0
50.0,3.0,9.0,1.0,3602.0,314.0,1.0,40.0,2.0,8.0
56.0,1.0,14.0,1.0,3602.0,46.0,0.0,30.0,2.0,5.0
21.0,1.0,19.0,5.0,9645.0,6.0,2.0,40.0,1.0,8.0
25.0,2.0,20.0,1.0,2545.0,20.0,9.0,40.0,2.0,1.0
23.0,1.0,19.0,5.0,4110.0,6.0,2.0,20.0,2.0,6.0
67.0,3.0,23.0,1.0,2310.0,32.0,0.0,28.0,2.0,1.0
67.0,6.0,21.0,5.0,10.0,41.0,0.0,30.0,1.0,1.0
58.0,1.0,22.0,1.0,1021.0,128.0,0.0,40.0,1.0,1.0
68.0,1.0,18.0,2.0,4110.0,207.0,13.0,16.0,2.0,6.0
29.0,1.0,18.0,5.0,5400.0,6.0,15.0,80.0,2.0,1.0
60.0,1.0,1.0,1.0,8990.0,303.0,6.0,50.0,1.0,8.0
27.0,5.0,21.0,5.0,9825.0,18.0,17.0,50.0,1.0,1.0
38.0,3.0,21.0,1.0,5740.0,6.0,1.0,40.0,2.0,1.0
44.0,1.0,21.0,1.0,4621.0,515.0,1.0,60.0,2.0,1.0
43.0,6.0,16.0,3.0,4251.0,303.0,0.0,30.0,1.0,8.0
55.0,1.0,20.0,3.0,5420.0,303.0,0.0,40.0,2.0,1.0
31.0,1.0,18.0,5.0,5400.0,6.0,13.0,38.0,2.0,8.0
54.0,3.0,1.0,1.0,3602.0,207.0,5.0,18.0,1.0,6.0
20.0,3.0,20.0,5.0,2545.0,233.0,2.0,1.0,1.0,6.0
57.0,2.0,19.0,1.0,230.0,42.0,1.0,35.0,2.0,1.0
29.0,3.0,21.0,5.0,3802.0,6.0,5.0,60.0,1.0,6.0
42.0,2.0,22.0,1.0,350.0,207.0,1.0,40.0,2.0,6.0
31.0,3.0,22.0,5.0,5250.0,6.0,2.0,40.0,2.0,1.0
35.0,1.0,20.0,1.0,3255.0,6.0,1.0,40.0,2.0,1.0
31.0,1.0,18.0,3.0,4700.0,6.0,12.0,40.0,2.0,1.0
63.0,2.0,21.0,1.0,2310.0,39.0,1.0,45.0,2.0,1.0
41.0,1.0,15.0,1.0,7720.0,303.0,1.0,40.0,1.0,8.0
69.0,7.0,21.0,1.0,4850.0,34.0,0.0,36.0,1.0,1.0
26.0,1.0,19.0,5.0,4110.0,6.0,13.0,10.0,2.0,1.0
22.0,1.0,16.0,5.0,7810.0,6.0,2.0,40.0,1.0,1.0
66.0,6.0,22.0,1.0,850.0,53.0,0.0,50.0,1.0,1.0
42.0,1.0,21.0,1.0,4840.0,6.0,0.0,50.0,1.0,1.0
39.0,1.0,19.0,1.0,5940.0,138.0,1.0,22.0,2.0,1.0
38.0,1.0,21.0,1.0,710.0,210.0,1.0,40.0,2.0,6.0
28.0,2.0,22.0,5.0,2710.0,37.0,12.0,70.0,2.0,1.0
26.0,1.0,21.0,5.0,810.0,6.0,2.0,40.0,1.0,1.0
61.0,1.0,1.0,3.0,4230.0,303.0,6.0,20.0,2.0,8.0
70.0,6.0,24.0,5.0,1825.0,9.0,0.0,50.0,1.0,1.0
64.0,7.0,20.0,2.0,410.0,6.0,0.0,2.0,2.0,1.0
46.0,1.0,18.0,1.0,8740.0,6.0,0.0,40.0,1.0,1.0
49.0,1.0,16.0,1.0,5740.0,303.0,1.0,40.0,2.0,8.0
54.0,2.0,21.0,5.0,4622.0,6.0,0.0,40.0,2.0,8.0
42.0,1.0,16.0,3.0,2700.0,47.0,0.0,48.0,2.0,1.0
52.0,1.0,20.0,1.0,3255.0,15.0,0.0,36.0,2.0,6.0
40.0,2.0,21.0,1.0,2205.0,6.0,0.0,15.0,2.0,6.0
40.0,1.0,16.0,1.0,530.0,6.0,0.0,40.0,2.0,6.0
26.0,1.0,18.0,1.0,4210.0,6.0,0.0,48.0,1.0,1.0
44.0,1.0,10.0,1.0,7260.0,303.0,1.0,40.0,1.0,8.0
47.0,1.0,16.0,5.0,5860.0,12.0,2.0,35.0,1.0,2.0
25.0,1.0,21.0,5.0,4710.0,215.0,2.0,40.0,1.0,6.0
48.0,6.0,21.0,1.0,2861.0,6.0,1.0,15.0,2.0,1.0
72.0,6.0,20.0,3.0,7315.0,6.0,0.0,2.0,1.0,1.0
23.0,3.0,17.0,1.0,4130.0,6.0,2.0,40.0,2.0,8.0
26.0,1.0,16.0,2.0,9620.0,6.0,9.0,40.0,1.0,8.0
19.0,5.0,16.0,5.0,9830.0,36.0,17.0,96.0,1.0,2.0
48.0,2.0,19.0,5.0,2310.0,6.0,15.0,40.0,2.0,1.0
47.0,6.0,9.0,1.0,4655.0,303.0,1.0,30.0,1.0,1.0
39.0,1.0,16.0,5.0,4020.0,303.0,0.0,30.0,2.0,1.0
36.0,1.0,21.0,1.0,350.0,6.0,1.0,40.0,2.0,1.0
61.0,6.0,21.0,1.0,5240.0,209.0,0.0,24.0,1.0,6.0
48.0,1.0,15.0,3.0,4720.0,6.0,0.0,37.0,2.0,3.0
58.0,6.0,19.0,1.0,4920.0,41.0,1.0,35.0,2.0,1.0
22.0,1.0,19.0,5.0,4720.0,6.0,2.0,16.0,2.0,1.0
28.0,1.0,16.0,5.0,4760.0,6.0,2.0,8.0,2.0,2.0
32.0,1.0,19.0,5.0,4720.0,6.0,0.0,30.0,2.0,8.0
18.0,1.0,19.0,5.0,4720.0,207.0,2.0,15.0,1.0,6.0
58.0,6.0,16.0,3.0,8300.0,110.0,0.0,45.0,1.0,1.0
54.0,6.0,16.0,3.0,5550.0,247.0,0.0,40.0,2.0,6.0
70.0,2.0,1.0,3.0,2545.0,5.0,0.0,40.0,2.0,2.0
36.0,1.0,23.0,1.0,2100.0,36.0,1.0,50.0,2.0,1.0
51.0,7.0,21.0,1.0,2360.0,34.0,1.0,45.0,2.0,2.0
26.0,6.0,19.0,5.0,4600.0,6.0,2.0,14.0,2.0,1.0
21.0,1.0,19.0,5.0,3602.0,6.0,2.0,21.0,1.0,1.0
17.0,1.0,14.0,5.0,4055.0,6.0,2.0,16.0,2.0,9.0
42.0,1.0,16.0,5.0,9640.0,8.0,13.0,40.0,2.0,8.0
69.0,6.0,22.0,1.0,4710.0,210.0,0.0,60.0,1.0,6.0
62.0,1.0,21.0,3.0,1610.0,39.0,0.0,40.0,2.0,1.0
79.0,1.0,16.0,1.0,4920.0,55.0,1.0,5.0,2.0,1.0
26.0,1.0,21.0,1.0,5610.0,6.0,0.0,40.0,2.0,1.0
59.0,1.0,15.0,1.0,8990.0,6.0,0.0,40.0,1.0,1.0
25.0,1.0,1.0,5.0,4251.0,303.0,10.0,40.0,1.0,8.0
26.0,1.0,16.0,5.0,4110.0,6.0,2.0,40.0,1.0,6.0
29.0,1.0,1.0,1.0,3603.0,6.0,2.0,40.0,2.0,9.0
58.0,6.0,9.0,2.0,4230.0,303.0,6.0,30.0,2.0,1.0
45.0,6.0,22.0,3.0,2002.0,12.0,0.0,55.0,2.0,1.0
45.0,1.0,16.0,1.0,8030.0,247.0,0.0,60.0,1.0,6.0
59.0,3.0,22.0,1.0,2310.0,6.0,0.0,36.0,2.0,9.0
50.0,1.0,21.0,5.0,3255.0,209.0,13.0,40.0,2.0,6.0
31.0,6.0,21.0,1.0,440.0,13.0,1.0,40.0,2.0,2.0
43.0,1.0,19.0,5.0,2920.0,55.0,0.0,60.0,1.0,1.0
63.0,1.0,21.0,1.0,9130.0,46.0,0.0,38.0,1.0,1.0
22.0,1.0,19.0,5.0,6355.0,6.0,2.0,40.0,1.0,9.0
22.0,1.0,21.0,5.0,1430.0,4.0,12.0,10.0,2.0,9.0
52.0,1.0,19.0,1.0,630.0,233.0,1.0,30.0,2.0,6.0
51.0,1.0,16.0,3.0,4720.0,51.0,0.0,35.0,2.0,1.0
22.0,1.0,19.0,5.0,8640.0,303.0,2.0,40.0,2.0,1.0
25.0,1.0,16.0,5.0,5610.0,6.0,2.0,40.0,1.0,1.0
35.0,1.0,21.0,1.0,5810.0,6.0,1.0,15.0,2.0,6.0
44.0,6.0,19.0,5.0,310.0,6.0,12.0,60.0,1.0,1.0
68.0,4.0,17.0,1.0,3655.0,303.0,10.0,40.0,1.0,1.0
56.0,1.0,16.0,5.0,3930.0,6.0,0.0,40.0,1.0,1.0
54.0,6.0,19.0,3.0,440.0,364.0,0.0,35.0,2.0,8.0
55.0,1.0,21.0,3.0,800.0,217.0,15.0,40.0,2.0,6.0
61.0,7.0,18.0,1.0,350.0,233.0,1.0,40.0,1.0,6.0
40.0,1.0,19.0,1.0,6260.0,39.0,9.0,40.0,1.0,1.0
33.0,1.0,21.0,5.0,1005.0,36.0,15.0,50.0,1.0,6.0
31.0,1.0,8.0,5.0,9600.0,6.0,10.0,40.0,1.0,1.0
33.0,1.0,16.0,3.0,9005.0,6.0,0.0,50.0,1.0,8.0
31.0,6.0,12.0,5.0,4251.0,303.0,13.0,40.0,1.0,1.0
50.0,6.0,1.0,1.0,4510.0,303.0,1.0,24.0,2.0,8.0
66.0,1.0,23.0,1.0,2205.0,6.0,1.0,16.0,2.0,1.0
24.0,1.0,18.0,1.0,4110.0,6.0,2.0,25.0,1.0,1.0
66.0,1.0,18.0,1.0,5400.0,6.0,1.0,8.0,2.0,1.0
55.0,2.0,21.0,1.0,2310.0,6.0,0.0,30.0,2.0,1.0
30.0,1.0,21.0,1.0,4760.0,210.0,0.0,40.0,2.0,6.0
61.0,1.0,15.0,1.0,8255.0,247.0,0.0,40.0,1.0,6.0
40.0,1.0,22.0,1.0,5740.0,239.0,1.0,10.0,2.0,1.0
31.0,1.0,18.0,5.0,9620.0,312.0,10.0,30.0,1.0,8.0
33.0,1.0,19.0,3.0,4110.0,6.0,13.0,25.0,2.0,1.0
24.0,1.0,20.0,5.0,4055.0,6.0,4.0,28.0,1.0,1.0
