AGEP,COW,SCHL,MAR,OCCP,POBP,RELP,WKHP,SEX,RAC1P
53.0,4.0,21.0,1.0,230.0,233.0,0.0,40.0,1.0,6.0
37.0,4.0,17.0,5.0,5810.0,6.0,0.0,30.0,2.0,8.0
37.0,1.0,16.0,1.0,4230.0,207.0,0.0,15.0,2.0,6.0
22.0,1.0,19.0,5.0,1108.0,6.0,4.0,40.0,1.0,1.0
48.0,1.0,16.0,1.0,160.0,6.0,1.0,40.0,2.0,1.0
18.0,1.0,16.0,5.0,4720.0,6.0,2.0,25.0,1.0,8.0
42.0,1.0,19.0,1.0,9130.0,303.0,1.0,40.0,1.0,8.0
20.0,1.0,16.0,1.0,5610.0,6.0,7.0,40.0,1.0,1.0
57.0,1.0,16.0,1.0,8140.0,35.0,0.0,40.0,1.0,1.0
54.0,1.0,19.0,1.0,8030.0,17.0,0.0,40.0,1.0,6.0
35.0,3.0,16.0,3.0,4720.0,6.0,0.0,40.0,2.0,1.0
52.0,1.0,20.0,1.0,3603.0,233.0,1.0,40.0,1.0,6.0
24.0,1.0,14.0,5.0,9645.0,303.0,2.0,10.0,2.0,1.0
38.0,1.0,21.0,1.0,440.0,6.0,0.0,40.0,1.0,6.0
49.0,6.0,16.0,1.0,4230.0,312.0,1.0,20.0,2.0,9.0
40.0,2.0,21.0,1.0,440.0,17.0,0.0,40.0,2.0,1.0
37.0,7.0,23.0,5.0,410.0,207.0,0.0,40.0,1.0,6.0
52.0,1.0,22.0,1.0,110.0,240.0,0.0,60.0,1.0,6.0
61.0,2.0,16.0,1.0,5730.0,6.0,1.0,4.0,2.0,1.0
49.0,3.0,22.0,1.0,425.0,6.0,0.0,40.0,2.0,1.0
53.0,7.0,19.0,1.0,4200.0,303.0,16.0,40.0,1.0,1.0
30.0,1.0,21.0,4.0,4010.0,6.0,2.0,40.0,2.0,1.0
59.0,1.0,16.0,1.0,6220.0,37.0,1.0,40.0,1.0,2.0
62.0,4.0,19.0,3.0,3602.0,210.0,6.0,64.0,2.0,6.0
24.0,1.0,11.0,5.0,4030.0,34.0,2.0,25.0,2.0,8.0
50.0,1.0,16.0,1.0,6200.0,6.0,0.0,40.0,1.0,1.0
20.0,1.0,20.0,5.0,4055.0,6.0,4.0,20.0,2.0,9.0
50.0,4.0,21.0,1.0,5000.0,440.0,0.0,40.0,1.0,2.0
34.0,3.0,20.0,3.0,2300.0,6.0,2.0,40.0,2.0,1.0
55.0,3.0,21.0,1.0,2310.0,6.0,1.0,50.0,2.0,1.0
63.0,6.0,18.0,1.0,2723.0,6.0,1.0,3.0,1.0,2.0
39.0,1.0,22.0,1.0,1910.0,6.0,0.0,40.0,2.0,6.0
29.0,4.0,22.0,1.0,3710.0,6.0,1.0,41.0,1.0,1.0
65.0,7.0,19.0,1.0,530.0,6.0,1.0,48.0,2.0,1.0
44.0,7.0,19.0,1.0,4920.0,29.0,1.0,50.0,1.0,1.0
22.0,1.0,19.0,5.0,9645.0,53.0,2.0,15.0,2.0,1.0
23.0,1.0,19.0,5.0,9240.0,6.0,13.0,40.0,1.0,1.0
18.0,1.0,16.0,5.0,4760.0,6.0,2.0,16.0,1.0,1.0
30.0,1.0,16.0,5.0,4720.0,6.0,11.0,40.0,1.0,1.0
60.0,6.0,16.0,5.0,2640.0,6.0,13.0,40.0,1.0,1.0
21.0,3.0,20.0,5.0,5110.0,6.0,2.0,25.0,2.0,9.0
23.0,1.0,19.0,5.0,1010.0,6.0,13.0,39.0,1.0,1.0
65.0,4.0,24.0,4.0,2205.0,6.0,0.0,60.0,1.0,1.0
23.0,3.0,21.0,5.0,2722.0,6.0,2.0,15.0,1.0,8.0
22.0,1.0,18.0,5.0,5100.0,6.0,2.0,40.0,1.0,1.0
57.0,1.0,15.0,5.0,4110.0,6.0,2.0,40.0,2.0,1.0
39.0,1.0,16.0,1.0,4160.0,303.0,2.0,40.0,2.0,8.0
43.0,1.0,18.0,1.0,4255.0,6.0,1.0,40.0,1.0,8.0
51.0,5.0,21.0,1.0,1530.0,6.0,0.0,40.0,2.0,1.0
55.0,1.0,20.0,1.0,20.0,55.0,9.0,45.0,1.0,1.0
42.0,2.0,22.0,1.0,845.0,416.0,0.0,40.0,1.0,2.0
33.0,1.0,21.0,5.0,4510.0,6.0,2.0,40.0,2.0,1.0
50.0,4.0,21.0,1.0,5110.0,6.0,9.0,40.0,1.0,6.0
64.0,1.0,20.0,1.0,9130.0,55.0,0.0,50.0,1.0,1.0
31.0,1.0,21.0,1.0,40.0,48.0,0.0,45.0,1.0,1.0
59.0,6.0,19.0,1.0,4220.0,6.0,0.0,40.0,1.0,1.0
40.0,7.0,18.0,1.0,6200.0,6.0,1.0,45.0,1.0,1.0
61.0,7.0,16.0,3.0,2635.0,301.0,0.0,50.0,2.0,1.0
29.0,2.0,22.0,1.0,2205.0,48.0,1.0,40.0,2.0,6.0
34.0,2.0,1.0,1.0,9130.0,303.0,1.0,50.0,1.0,8.0
31.0,2.0,21.0,1.0,101.0,6.0,0.0,40.0,2.0,1.0
20.0,1.0,16.0,5.0,4140.0,303.0,2.0,38.0,2.0,8.0
18.0,1.0,18.0,5.0,4220.0,41.0,17.0,15.0,1.0,6.0
31.0,2.0,22.0,1.0,2310.0,210.0,1.0,55.0,2.0,6.0
46.0,1.0,16.0,1.0,440.0,207.0,1.0,42.0,2.0,6.0
61.0,1.0,21.0,1.0,705.0,17.0,0.0,40.0,1.0,1.0
41.0,1.0,20.0,1.0,3255.0,6.0,0.0,36.0,2.0,1.0
47.0,6.0,17.0,1.0,10.0,207.0,1.0,25.0,1.0,6.0
29.0,1.0,21.0,5.0,4040.0,13.0,0.0,32.0,2.0,2.0
29.0,1.0,21.0,1.0,5860.0,6.0,1.0,20.0,2.0,1.0
55.0,1.0,21.0,1.0,1021.0,212.0,0.0,40.0,1.0,1.0
31.0,5.0,20.0,3.0,5521.0,13.0,0.0,40.0,2.0,9.0
68.0,1.0,19.0,1.0,3725.0,27.0,1.0,40.0,2.0,1.0
21.0,1.0,19.0,5.0,6260.0,6.0,2.0,20.0,1.0,8.0
25.0,3.0,21.0,5.0,2205.0,6.0,2.0,10.0,2.0,1.0
25.0,1.0,21.0,5.0,4110.0,6.0,2.0,30.0,1.0,1.0
49.0,1.0,12.0,1.0,4130.0,303.0,0.0,35.0,1.0,1.0
26.0,2.0,21.0,5.0,2014.0,6.0,0.0,40.0,2.0,9.0
25.0,6.0,21.0,5.0,2850.0,8.0,12.0,40.0,1.0,1.0
33.0,1.0,21.0,5.0,4110.0,6.0,0.0,35.0,1.0,1.0
48.0,7.0,19.0,3.0,4700.0,414.0,0.0,25.0,1.0,1.0
63.0,2.0,19.0,1.0,5000.0,26.0,1.0,38.0,2.0,1.0
63.0,6.0,7.0,1.0,9610.0,303.0,6.0,25.0,1.0,1.0
37.0,1.0,16.0,1.0,9645.0,6.0,0.0,48.0,1.0,9.0
47.0,1.0,12.0,1.0,7330.0,6.0,1.0,40.0,1.0,1.0
58.0,2.0,22.0,4.0,230.0,17.0,5.0,4.0,1.0,2.0
48.0,1.0,22.0,1.0,4700.0,210.0,1.0,50.0,2.0,6.0
55.0,4.0,23.0,4.0,2100.0,6.0,0.0,40.0,2.0,1.0
48.0,1.0,1.0,1.0,4521.0,247.0,1.0,40.0,2.0,6.0
57.0,1.0,16.0,1.0,7010.0,9.0,1.0,40.0,1.0,1.0
20.0,1.0,17.0,1.0,5820.0,303.0,0.0,40.0,1.0,8.0
17.0,1.0,15.0,5.0,2360.0,6.0,2.0,4.0,1.0,6.0
41.0,7.0,21.0,1.0,440.0,110.0,12.0,40.0,1.0,1.0
28.0,1.0,19.0,5.0,5710.0,6.0,0.0,40.0,2.0,1.0
68.0,3.0,22.0,3.0,2205.0,6.0,0.0,50.0,2.0,1.0
53.0,1.0,21.0,1.0,3255.0,233.0,1.0,36.0,2.0,6.0
50.0,2.0,19.0,1.0,5860.0,6.0,0.0,40.0,2.0,1.0
29.0,2.0,20.0,3.0,3930.0,6.0,2.0,45.0,1.0,1.0
18.0,5.0,16.0,5.0,4720.0,12.0,17.0,18.0,1.0,1.0
47.0,4.0,22.0,1.0,350.0,55.0,0.0,45.0,1.0,6.0
29.0,2.0,22.0,5.0,2350.0,6.0,2.0,19.0,2.0,6.0
29.0,1.0,21.0,5.0,20.0,23.0,13.0,30.0,1.0,1.0
42.0,1.0,21.0,1.0,1021.0,207.0,1.0,40.0,2.0,6.0
61.0,7.0,21.0,1.0,705.0,6.0,1.0,55.0,1.0,1.0
52.0,2.0,1.0,1.0,7750.0,303.0,15.0,40.0,1.0,1.0
48.0,1.0,21.0,1.0,120.0,6.0,0.0,50.0,1.0,1.0
67.0,1.0,9.0,1.0,4210.0,312.0,1.0,40.0,1.0,8.0
63.0,7.0,9.0,1.0,4230.0,303.0,1.0,20.0,2.0,1.0
39.0,4.0,21.0,1.0,705.0,6.0,1.0,40.0,1.0,1.0
51.0,1.0,24.0,1.0,3050.0,147.0,1.0,40.0,2.0,2.0
54.0,2.0,16.0,1.0,3649.0,212.0,1.0,36.0,2.0,1.0
39.0,1.0,21.0,1.0,1360.0,16.0,0.0,47.0,1.0,1.0
58.0,6.0,21.0,1.0,4700.0,233.0,0.0,40.0,1.0,6.0
20.0,1.0,19.0,5.0,4020.0,6.0,17.0,27.0,2.0,1.0
22.0,2.0,11.0,5.0,6050.0,303.0,2.0,40.0,1.0,8.0
57.0,1.0,16.0,5.0,9620.0,36.0,0.0,40.0,2.0,1.0
33.0,2.0,21.0,1.0,800.0,6.0,1.0,35.0,2.0,7.0
46.0,7.0,16.0,1.0,9130.0,6.0,0.0,80.0,1.0,1.0
41.0,3.0,18.0,1.0,440.0,6.0,0.0,56.0,1.0,1.0
55.0,1.0,13.0,2.0,8800.0,6.0,6.0,40.0,2.0,8.0
30.0,1.0,20.0,5.0,4850.0,6.0,2.0,40.0,2.0,8.0
56.0,1.0,21.0,3.0,800.0,31.0,0.0,40.0,1.0,1.0
66.0,1.0,21.0,1.0,3930.0,34.0,0.0,45.0,1.0,1.0
34.0,1.0,21.0,1.0,220.0,6.0,1.0,40.0,1.0,1.0
65.0,1.0,18.0,1.0,4435.0,6.0,0.0,32.0,1.0,1.0
57.0,1.0,15.0,1.0,9620.0,303.0,1.0,40.0,1.0,1.0
62.0,1.0,21.0,1.0,51.0,6.0,0.0,40.0,1.0,1.0
49.0,3.0,21.0,5.0,2440.0,6.0,0.0,18.0,2.0,2.0
18.0,1.0,16.0,5.0,7800.0,6.0,5.0,16.0,2.0,8.0
30.0,1.0,19.0,5.0,5240.0,240.0,11.0,40.0,1.0,6.0
53.0,1.0,21.0,1.0,350.0,46.0,1.0,50.0,2.0,1.0
53.0,1.0,20.0,5.0,120.0,6.0,0.0,40.0,2.0,1.0
60.0,1.0,21.0,1.0,1010.0,8.0,0.0,40.0,1.0,7.0
29.0,1.0,21.0,5.0,5120.0,6.0,0.0,20.0,1.0,8.0
20.0,1.0,16.0,5.0,8740.0,6.0,2.0,1.0,1.0,2.0
62.0,1.0,20.0,1.0,3255.0,207.0,0.0,40.0,2.0,6.0
24.0,1.0,20.0,5.0,3545.0,6.0,2.0,40.0,1.0,6.0
52.0,1.0,19.0,1.0,5400.0,8.0,1.0,20.0,2.0,1.0
43.0,1.0,18.0,1.0,7700.0,6.0,0.0,40.0,1.0,1.0
65.0,1.0,21.0,3.0,850.0,35.0,0.0,40.0,2.0,1.0
52.0,1.0,18.0,1.0,4760.0,18.0,0.0,6.0,2.0,1.0
22.0,3.0,21.0,5.0,2300.0,32.0,2.0,40.0,2.0,1.0
39.0,1.0,19.0,5.0,9600.0,303.0,0.0,50.0,1.0,1.0
59.0,3.0,20.0,4.0,1430.0,315.0,0.0,40.0,2.0,1.0
20.0,1.0,19.0,5.0,8990.0,6.0,2.0,8.0,1.0,1.0
54.0,1.0,20.0,1.0,1031.0,120.0,0.0,64.0,1.0,1.0
66.0,1.0,20.0,1.0,4840.0,26.0,0.0,12.0,1.0,1.0
27.0,1.0,22.0,1.0,710.0,362.0,1.0,40.0,2.0,6.0
24.0,1.0,21.0,5.0,3300.0,6.0,2.0,40.0,2.0,1.0
61.0,1.0,19.0,3.0,3500.0,215.0,13.0,40.0,1.0,6.0
57.0,1.0,21.0,1.0,1410.0,240.0,0.0,50.0,1.0,6.0
54.0,3.0,16.0,1.0,5860.0,233.0,1.0,40.0,2.0,6.0
32.0,1.0,19.0,5.0,4850.0,6.0,10.0,40.0,1.0,1.0
39.0,1.0,21.0,5.0,800.0,12.0,13.0,40.0,1.0,1.0
46.0,1.0,21.0,5.0,440.0,42.0,0.0,40.0,1.0,1.0
49.0,6.0,19.0,1.0,7315.0,31.0,0.0,40.0,1.0,9.0
47.0,7.0,17.0,5.0,10.0,42.0,0.0,60.0,1.0,1.0
28.0,1.0,22.0,5.0,110.0,37.0,12.0,40.0,2.0,1.0
61.0,1.0,9.0,3.0,4020.0,303.0,5.0,25.0,1.0,8.0
64.0,1.0,21.0,1.0,4720.0,217.0,15.0,21.0,1.0,6.0
61.0,1.0,23.0,1.0,2100.0,42.0,1.0,40.0,2.0,1.0
38.0,1.0,21.0,1.0,1400.0,233.0,1.0,40.0,1.0,6.0
34.0,3.0,16.0,1.0,6260.0,303.0,0.0,40.0,1.0,1.0
35.0,1.0,15.0,1.0,9620.0,6.0,1.0,40.0,1.0,9.0
34.0,1.0,21.0,1.0,2600.0,24.0,0.0,40.0,2.0,6.0
79.0,7.0,23.0,1.0,2100.0,17.0,10.0,15.0,1.0,1.0
51.0,5.0,19.0,3.0,4220.0,6.0,0.0,17.0,2.0,3.0
57.0,1.0,17.0,1.0,9130.0,54.0,1.0,60.0,1.0,1.0
20.0,1.0,18.0,5.0,5860.0,6.0,2.0,24.0,2.0,1.0
42.0,1.0,19.0,3.0,3601.0,6.0,10.0,35.0,2.0,9.0
61.0,6.0,19.0,1.0,2634.0,31.0,1.0,40.0,2.0,1.0
18.0,1.0,16.0,5.0,4020.0,6.0,2.0,20.0,2.0,1.0
28.0,1.0,21.0,1.0,2320.0,6.0,0.0,20.0,2.0,1.0
57.0,4.0,22.0,5.0,120.0,6.0,0.0,50.0,2.0,1.0
20.0,5.0,16.0,1.0,9825.0,41.0,0.0,40.0,2.0,1.0
36.0,2.0,21.0,1.0,20.0,6.0,1.0,25.0,2.0,1.0
38.0,1.0,7.0,5.0,4220.0,312.0,0.0,40.0,2.0,8.0
54.0,3.0,16.0,1.0,9130.0,6.0,1.0,40.0,1.0,1.0
62.0,7.0,19.0,3.0,9130.0,233.0,0.0,35.0,1.0,6.0
36.0,3.0,18.0,5.0,4600.0,6.0,2.0,40.0,2.0,8.0
60.0,1.0,15.0,2.0,4720.0,6.0,6.0,16.0,2.0,1.0
34.0,1.0,22.0,1.0,5000.0,6.0,0.0,30.0,1.0,1.0
67.0,1.0,7.0,1.0,3602.0,312.0,1.0,20.0,2.0,9.0
53.0,3.0,18.0,1.0,3870.0,363.0,0.0,40.0,1.0,1.0
54.0,6.0,18.0,1.0,9142.0,6.0,0.0,50.0,1.0,1.0
37.0,1.0,7.0,5.0,6330.0,303.0,12.0,50.0,1.0,8.0
28.0,1.0,19.0,5.0,136.0,6.0,2.0,40.0,1.0,1.0
40.0,1.0,16.0,1.0,4230.0,303.0,1.0,40.0,2.0,8.0
60.0,3.0,19.0,1.0,5740.0,6.0,1.0,40.0,2.0,1.0
83.0,6.0,21.0,1.0,5510.0,36.0,0.0,20.0,1.0,1.0
38.0,5.0,21.0,1.0,9810.0,25.0,0.0,45.0,1.0,1.0
44.0,1.0,19.0,3.0,4230.0,303.0,13.0,27.0,2.0,1.0
50.0,1.0,16.0,1.0,4700.0,6.0,1.0,40.0,2.0,1.0
67.0,1.0,16.0,3.0,5740.0,34.0,0.0,35.0,2.0,6.0
55.0,2.0,19.0,1.0,136.0,20.0,1.0,40.0,1.0,1.0
41.0,1.0,20.0,1.0,5120.0,6.0,1.0,12.0,2.0,9.0
35.0,1.0,22.0,3.0,1065.0,243.0,0.0,40.0,1.0,1.0
31.0,1.0,16.0,5.0,3930.0,6.0,2.0,40.0,1.0,8.0
33.0,1.0,21.0,5.0,4020.0,53.0,12.0,35.0,1.0,1.0
32.0,1.0,22.0,5.0,800.0,6.0,0.0,40.0,1.0,6.0
62.0,1.0,20.0,1.0,3930.0,32.0,0.0,40.0,1.0,9.0
38.0,2.0,21.0,1.0,420.0,6.0,0.0,45.0,2.0,1.0
58.0,7.0,1.0,1.0,5240.0,313.0,1.0,40.0,2.0,8.0
29.0,1.0,21.0,1.0,3310.0,6.0,1.0,32.0,2.0,6.0
37.0,1.0,6.0,5.0,8990.0,6.0,2.0,40.0,1.0,1.0
73.0,6.0,18.0,1.0,2600.0,28.0,1.0,20.0,2.0,1.0
38.0,1.0,16.0,5.0,3930.0,6.0,0.0,40.0,2.0,9.0
68.0,1.0,16.0,1.0,4850.0,6.0,1.0,40.0,2.0,1.0
22.0,1.0,21.0,5.0,4965.0,6.0,2.0,40.0,1.0,5.0
38.0,1.0,22.0,1.0,2555.0,12.0,0.0,25.0,1.0,1.0
42.0,6.0,15.0,1.0,6230.0,247.0,1.0,48.0,1.0,6.0
24.0,1.0,21.0,5.0,2310.0,6.0,7.0,30.0,2.0,1.0
29.0,1.0,21.0,5.0,7750.0,6.0,2.0,40.0,1.0,6.0
42.0,2.0,22.0,1.0,2310.0,6.0,1.0,40.0,2.0,8.0
48.0,1.0,16.0,1.0,440.0,210.0,0.0,40.0,1.0,9.0
43.0,1.0,21.0,1.0,4800.0,6.0,1.0,50.0,2.0,1.0
30.0,1.0,19.0,1.0,230.0,6.0,1.0,40.0,2.0,1.0
47.0,1.0,19.0,1.0,9130.0,6.0,1.0,70.0,1.0,2.0
29.0,1.0,16.0,5.0,4720.0,6.0,0.0,35.0,2.0,1.0
27.0,4.0,21.0,3.0,5220.0,6.0,0.0,40.0,2.0,1.0
33.0,1.0,19.0,5.0,4110.0,233.0,2.0,40.0,2.0,6.0
31.0,1.0,19.0,1.0,2310.0,217.0,0.0,40.0,2.0,6.0
52.0,3.0,21.0,1.0,2310.0,17.0,0.0,40.0,1.0,1.0
57.0,6.0,15.0,1.0,6260.0,312.0,0.0,47.0,1.0,1.0
54.0,1.0,1.0,1.0,8255.0,206.0,1.0,80.0,1.0,6.0
51.0,7.0,21.0,3.0,10.0,38.0,0.0,45.0,2.0,1.0
52.0,3.0,19.0,1.0,230.0,6.0,0.0,15.0,2.0,1.0
32.0,7.0,22.0,5.0,2350.0,6.0,0.0,20.0,2.0,1.0
25.0,8.0,14.0,5.0,4251.0,6.0,2.0,10.0,1.0,1.0
45.0,7.0,21.0,1.0,630.0,6.0,0.0,10.0,2.0,6.0
44.0,1.0,16.0,5.0,4110.0,233.0,10.0,35.0,1.0,6.0
56.0,1.0,9.0,1.0,4030.0,312.0,0.0,40.0,1.0,1.0
26.0,1.0,21.0,5.0,2830.0,312.0,2.0,40.0,2.0,1.0
34.0,1.0,17.0,5.0,3150.0,233.0,2.0,40.0,1.0,6.0
30.0,1.0,22.0,5.0,3500.0,240.0,12.0,50.0,2.0,6.0
59.0,1.0,19.0,1.0,9130.0,48.0,0.0,22.0,1.0,1.0
50.0,1.0,16.0,1.0,7200.0,303.0,0.0,40.0,1.0,1.0
37.0,1.0,16.0,5.0,120.0,314.0,13.0,40.0,1.0,8.0
53.0,8.0,1.0,5.0,3602.0,303.0,0.0,40.0,2.0,8.0
47.0,1.0,21.0,1.0,1360.0,18.0,1.0,42.0,1.0,1.0
56.0,1.0,20.0,1.0,440.0,53.0,0.0,45.0,2.0,1.0
28.0,1.0,19.0,1.0,2825.0,27.0,0.0,40.0,2.0,1.0
48.0,2.0,20.0,3.0,3255.0,6.0,0.0,40.0,1.0,1.0
39.0,2.0,21.0,1.0,630.0,6.0,0.0,40.0,2.0,8.0
37.0,3.0,22.0,5.0,630.0,27.0,0.0,40.0,1.0,1.0
39.0,1.0,18.0,1.0,4710.0,6.0,1.0,40.0,2.0,1.0
20.0,5.0,16.0,5.0,7140.0,36.0,17.0,40.0,1.0,2.0
39.0,1.0,21.0,1.0,5110.0,158.0,0.0,40.0,2.0,1.0
38.0,1.0,21.0,3.0,520.0,6.0,0.0,40.0,2.0,1.0
20.0,1.0,19.0,5.0,3960.0,6.0,12.0,16.0,2.0,1.0
33.0,1.0,16.0,5.0,6355.0,6.0,13.0,40.0,1.0,1.0
35.0,1.0,21.0,5.0,630.0,6.0,2.0,50.0,2.0,2.0
36.0,1.0,3.0,1.0,4230.0,6.0,0.0,40.0,1.0,8.0
24.0,1.0,16.0,5.0,4110.0,6.0,2.0,35.0,2.0,1.0
40.0,3.0,22.0,1.0,2310.0,110.0,0.0,37.0,2.0,9.0
71.0,1.0,21.0,1.0,3255.0,4.0,1.0,32.0,2.0,1.0
29.0,5.0,19.0,5.0,3945.0,6.0,2.0,40.0,2.0,8.0
27.0,1.0,12.0,1.0,7700.0,303.0,9.0,47.0,1.0,8.0
50.0,5.0,18.0,3.0,9040.0,6.0,0.0,40.0,1.0,1.0
49.0,1.0,21.0,1.0,2634.0,6.0,1.0,40.0,2.0,6.0
34.0,1.0,21.0,1.0,51.0,39.0,0.0,30.0,2.0,1.0
46.0,4.0,18.0,5.0,5860.0,6.0,0.0,40.0,2.0,1.0
53.0,1.0,21.0,2.0,2330.0,6.0,15.0,60.0,2.0,1.0
25.0,1.0,16.0,5.0,5860.0,6.0,12.0,32.0,2.0,1.0
53.0,1.0,19.0,1.0,4840.0,41.0,0.0,50.0,1.0,1.0
32.0,1.0,21.0,5.0,2300.0,36.0,0.0,40.0,2.0,6.0
34.0,7.0,22.0,1.0,9142.0,440.0,1.0,30.0,1.0,2.0
26.0,4.0,21.0,1.0,2205.0,207.0,1.0,40.0,2.0,6.0
38.0,6.0,21.0,3.0,8910.0,26.0,10.0,20.0,1.0,1.0
67.0,3.0,21.0,3.0,4220.0,370.0,0.0,40.0,1.0,8.0
59.0,2.0,24.0,5.0,2205.0,6.0,0.0,30.0,1.0,1.0
31.0,2.0,21.0,1.0,630.0,6.0,1.0,25.0,2.0,8.0
39.0,1.0,19.0,3.0,4720.0,303.0,0.0,35.0,2.0,8.0
54.0,1.0,21.0,5.0,5740.0,6.0,0.0,35.0,2.0,1.0
62.0,7.0,21.0,1.0,3310.0,303.0,1.0,30.0,2.0,1.0
