AGEP,COW,SCHL,MAR,OCCP,POBP,RELP,WKHP,SEX,RAC1P
35.0,1.0,16.0,1.0,4710.0,42.0,0.0,40.0,1.0,1.0
36.0,1.0,16.0,1.0,3655.0,6.0,0.0,24.0,2.0,8.0
19.0,1.0,16.0,5.0,4030.0,12.0,11.0,2.0,1.0,1.0
33.0,6.0,22.0,1.0,10.0,6.0,0.0,60.0,2.0,8.0
27.0,1.0,19.0,5.0,4110.0,6.0,13.0,30.0,2.0,1.0
19.0,1.0,19.0,5.0,4130.0,233.0,17.0,18.0,1.0,6.0
21.0,1.0,19.0,5.0,8140.0,6.0,13.0,40.0,1.0,1.0
61.0,1.0,16.0,1.0,910.0,6.0,0.0,40.0,2.0,1.0
39.0,1.0,16.0,3.0,5400.0,6.0,2.0,25.0,2.0,1.0
60.0,2.0,16.0,1.0,7350.0,6.0,1.0,40.0,1.0,1.0
29.0,1.0,22.0,1.0,1410.0,207.0,0.0,40.0,1.0,6.0
18.0,1.0,16.0,5.0,5510.0,233.0,10.0,25.0,1.0,6.0
49.0,1.0,15.0,1.0,3424.0,303.0,0.0,59.0,1.0,8.0
48.0,2.0,21.0,1.0,5940.0,38.0,0.0,50.0,2.0,1.0
55.0,1.0,21.0,3.0,51.0,6.0,0.0,42.0,2.0,1.0
37.0,3.0,22.0,1.0,2330.0,6.0,1.0,50.0,2.0,1.0
46.0,1.0,9.0,1.0,6050.0,303.0,0.0,48.0,1.0,1.0
33.0,1.0,19.0,5.0,4150.0,6.0,4.0,50.0,2.0,9.0
49.0,1.0,22.0,5.0,5860.0,6.0,0.0,40.0,2.0,2.0
33.0,3.0,21.0,1.0,2310.0,36.0,0.0,80.0,2.0,1.0
47.0,2.0,21.0,1.0,820.0,312.0,0.0,40.0,1.0,8.0
52.0,1.0,16.0,1.0,9600.0,303.0,0.0,40.0,1.0,9.0
45.0,1.0,21.0,3.0,2300.0,20.0,2.0,24.0,2.0,2.0
66.0,4.0,18.0,1.0,6050.0,6.0,1.0,32.0,2.0,1.0
18.0,1.0,18.0,5.0,9645.0,6.0,2.0,40.0,2.0,1.0
66.0,3.0,16.0,1.0,6230.0,6.0,0.0,40.0,1.0,1.0
55.0,1.0,16.0,1.0,9150.0,303.0,1.0,35.0,1.0,8.0
39.0,3.0,18.0,1.0,565.0,6.0,2.0,40.0,2.0,1.0
37.0,6.0,22.0,5.0,2310.0,501.0,13.0,37.0,2.0,1.0
63.0,2.0,21.0,1.0,5860.0,233.0,0.0,40.0,2.0,6.0
34.0,6.0,21.0,1.0,4920.0,247.0,1.0,10.0,2.0,6.0
48.0,4.0,19.0,1.0,3255.0,17.0,1.0,40.0,2.0,2.0
61.0,1.0,22.0,1.0,1410.0,207.0,1.0,40.0,2.0,6.0
34.0,1.0,21.0,1.0,5840.0,6.0,0.0,40.0,2.0,1.0
60.0,1.0,19.0,1.0,5120.0,6.0,1.0,40.0,2.0,1.0
55.0,1.0,8.0,1.0,8320.0,223.0,0.0,50.0,2.0,6.0
42.0,1.0,16.0,1.0,8740.0,303.0,1.0,40.0,2.0,1.0
27.0,1.0,18.0,5.0,9645.0,6.0,2.0,40.0,1.0,1.0
46.0,4.0,16.0,5.0,3602.0,303.0,0.0,30.0,2.0,1.0
25.0,1.0,16.0,5.0,5240.0,6.0,2.0,40.0,1.0,1.0
59.0,1.0,16.0,1.0,4850.0,6.0,1.0,50.0,1.0,1.0
55.0,1.0,9.0,3.0,8710.0,6.0,0.0,40.0,1.0,1.0
50.0,1.0,21.0,3.0,1108.0,6.0,13.0,40.0,1.0,1.0
21.0,1.0,19.0,5.0,2723.0,110.0,17.0,10.0,1.0,9.0
45.0,1.0,21.0,1.0,440.0,233.0,0.0,40.0,2.0,6.0
41.0,2.0,22.0,5.0,2050.0,6.0,2.0,40.0,2.0,6.0
34.0,1.0,15.0,1.0,4720.0,6.0,9.0,40.0,1.0,1.0
41.0,2.0,23.0,5.0,3100.0,18.0,0.0,85.0,1.0,1.0
49.0,3.0,21.0,1.0,2545.0,6.0,1.0,26.0,2.0,1.0
53.0,1.0,23.0,1.0,530.0,17.0,1.0,32.0,2.0,1.0
20.0,1.0,19.0,5.0,9620.0,6.0,7.0,30.0,1.0,8.0
23.0,1.0,21.0,5.0,750.0,6.0,2.0,40.0,1.0,1.0
63.0,1.0,21.0,1.0,800.0,233.0,1.0,40.0,2.0,6.0
57.0,2.0,21.0,1.0,230.0,6.0,1.0,50.0,1.0,9.0
29.0,1.0,19.0,3.0,5810.0,6.0,2.0,40.0,2.0,8.0
58.0,1.0,21.0,5.0,5300.0,29.0,0.0,40.0,1.0,1.0
45.0,7.0,21.0,1.0,220.0,214.0,1.0,60.0,1.0,1.0
64.0,1.0,21.0,1.0,5240.0,6.0,0.0,27.0,1.0,1.0
39.0,1.0,12.0,5.0,6200.0,312.0,0.0,40.0,1.0,1.0
53.0,1.0,22.0,3.0,2310.0,233.0,0.0,40.0,1.0,6.0
20.0,1.0,16.0,5.0,4720.0,42.0,17.0,39.0,1.0,9.0
24.0,1.0,21.0,5.0,350.0,6.0,2.0,40.0,2.0,1.0
25.0,1.0,20.0,5.0,4760.0,6.0,2.0,20.0,2.0,1.0
41.0,2.0,16.0,3.0,705.0,6.0,0.0,32.0,2.0,2.0
32.0,1.0,19.0,1.0,3930.0,6.0,1.0,40.0,1.0,8.0
29.0,3.0,21.0,5.0,5940.0,6.0,13.0,40.0,2.0,1.0
35.0,1.0,19.0,5.0,710.0,6.0,2.0,40.0,2.0,8.0
32.0,1.0,16.0,1.0,4600.0,303.0,1.0,35.0,2.0,8.0
53.0,1.0,1.0,1.0,5610.0,303.0,0.0,40.0,2.0,8.0
69.0,8.0,22.0,1.0,440.0,6.0,0.0,32.0,1.0,1.0
46.0,1.0,16.0,5.0,4510.0,215.0,11.0,40.0,2.0,6.0
43.0,1.0,16.0,5.0,7750.0,6.0,0.0,35.0,1.0,3.0
58.0,1.0,18.0,3.0,230.0,48.0,5.0,21.0,1.0,2.0
33.0,1.0,21.0,5.0,850.0,25.0,0.0,12.0,2.0,1.0
49.0,1.0,16.0,1.0,4700.0,6.0,0.0,50.0,1.0,1.0
60.0,3.0,16.0,3.0,9350.0,6.0,5.0,40.0,1.0,1.0
36.0,7.0,21.0,1.0,4830.0,207.0,1.0,40.0,1.0,6.0
58.0,1.0,21.0,1.0,1360.0,34.0,0.0,45.0,1.0,8.0
36.0,1.0,23.0,1.0,2100.0,235.0,1.0,50.0,1.0,1.0
38.0,1.0,21.0,1.0,4850.0,209.0,0.0,45.0,1.0,6.0
61.0,1.0,19.0,3.0,4400.0,247.0,0.0,40.0,2.0,6.0
50.0,1.0,16.0,5.0,4850.0,6.0,13.0,40.0,1.0,1.0
38.0,1.0,24.0,1.0,3160.0,34.0,0.0,40.0,2.0,1.0
58.0,1.0,16.0,1.0,7340.0,6.0,0.0,40.0,1.0,1.0
40.0,1.0,19.0,1.0,530.0,36.0,1.0,40.0,2.0,1.0
26.0,1.0,19.0,1.0,6442.0,6.0,1.0,40.0,1.0,2.0
39.0,6.0,20.0,1.0,1108.0,209.0,0.0,40.0,2.0,9.0
30.0,1.0,22.0,1.0,705.0,6.0,1.0,48.0,2.0,6.0
43.0,7.0,21.0,1.0,5000.0,6.0,0.0,50.0,1.0,1.0
52.0,1.0,19.0,1.0,910.0,6.0,0.0,40.0,2.0,9.0
51.0,1.0,19.0,1.0,8140.0,360.0,1.0,40.0,1.0,8.0
49.0,3.0,22.0,1.0,230.0,6.0,1.0,40.0,1.0,2.0
57.0,6.0,22.0,1.0,9142.0,36.0,0.0,20.0,1.0,2.0
62.0,6.0,22.0,5.0,2600.0,6.0,0.0,20.0,2.0,1.0
41.0,1.0,21.0,1.0,4760.0,6.0,0.0,50.0,1.0,1.0
64.0,1.0,20.0,1.0,3255.0,6.0,1.0,36.0,2.0,1.0
72.0,1.0,21.0,1.0,3255.0,333.0,1.0,12.0,2.0,2.0
31.0,1.0,16.0,5.0,5240.0,6.0,5.0,40.0,2.0,1.0
55.0,1.0,22.0,3.0,2631.0,303.0,12.0,40.0,1.0,1.0
27.0,2.0,15.0,5.0,5820.0,6.0,0.0,40.0,2.0,1.0
60.0,6.0,19.0,1.0,1555.0,508.0,1.0,50.0,1.0,9.0
29.0,1.0,21.0,1.0,2360.0,6.0,2.0,34.0,2.0,1.0
30.0,1.0,11.0,1.0,9620.0,303.0,10.0,40.0,2.0,8.0
32.0,7.0,18.0,1.0,5240.0,214.0,0.0,50.0,1.0,1.0
55.0,1.0,18.0,1.0,4110.0,20.0,0.0,35.0,2.0,1.0
62.0,3.0,21.0,1.0,4020.0,6.0,1.0,40.0,2.0,1.0
25.0,3.0,21.0,5.0,630.0,242.0,2.0,20.0,2.0,6.0
57.0,1.0,17.0,1.0,5740.0,25.0,1.0,32.0,2.0,1.0
60.0,5.0,24.0,5.0,350.0,53.0,0.0,65.0,2.0,1.0
54.0,1.0,21.0,1.0,10.0,55.0,0.0,30.0,1.0,1.0
27.0,1.0,21.0,5.0,630.0,6.0,0.0,50.0,2.0,1.0
51.0,2.0,19.0,5.0,6520.0,6.0,0.0,40.0,1.0,1.0
40.0,2.0,22.0,3.0,2014.0,134.0,0.0,40.0,2.0,1.0
57.0,1.0,19.0,3.0,6355.0,36.0,13.0,40.0,1.0,1.0
53.0,6.0,16.0,3.0,6330.0,129.0,13.0,35.0,1.0,1.0
66.0,1.0,19.0,1.0,705.0,55.0,0.0,45.0,1.0,1.0
58.0,1.0,21.0,1.0,6200.0,9.0,1.0,45.0,1.0,1.0
43.0,1.0,21.0,5.0,1320.0,247.0,0.0,40.0,1.0,6.0
24.0,1.0,16.0,5.0,4760.0,6.0,2.0,35.0,2.0,1.0
66.0,1.0,1.0,1.0,4510.0,315.0,1.0,40.0,2.0,1.0
19.0,1.0,18.0,5.0,4110.0,6.0,17.0,15.0,2.0,1.0
61.0,6.0,23.0,3.0,2100.0,6.0,0.0,30.0,2.0,1.0
32.0,1.0,21.0,1.0,2545.0,303.0,1.0,15.0,2.0,8.0
35.0,1.0,17.0,3.0,3603.0,233.0,13.0,40.0,2.0,6.0
50.0,6.0,21.0,1.0,6660.0,6.0,0.0,45.0,1.0,1.0
60.0,1.0,18.0,5.0,110.0,310.0,0.0,40.0,2.0,2.0
37.0,1.0,22.0,1.0,3255.0,210.0,1.0,20.0,2.0,6.0
45.0,1.0,19.0,1.0,3255.0,303.0,1.0,40.0,2.0,8.0
46.0,6.0,20.0,1.0,5940.0,303.0,0.0,40.0,1.0,1.0
69.0,6.0,20.0,3.0,9600.0,6.0,0.0,50.0,1.0,1.0
21.0,1.0,19.0,5.0,4720.0,6.0,2.0,10.0,2.0,8.0
40.0,7.0,21.0,5.0,4710.0,303.0,0.0,54.0,2.0,1.0
59.0,1.0,16.0,1.0,9620.0,303.0,0.0,40.0,1.0,8.0
39.0,1.0,21.0,5.0,1220.0,36.0,0.0,50.0,2.0,1.0
20.0,1.0,19.0,5.0,5400.0,6.0,7.0,40.0,2.0,1.0
31.0,1.0,22.0,3.0,1021.0,109.0,2.0,45.0,1.0,1.0
29.0,1.0,19.0,5.0,440.0,6.0,2.0,40.0,1.0,2.0
52.0,3.0,23.0,1.0,2310.0,6.0,0.0,40.0,1.0,1.0
61.0,1.0,1.0,1.0,8140.0,303.0,0.0,40.0,2.0,8.0
79.0,1.0,12.0,5.0,4110.0,207.0,0.0,40.0,2.0,6.0
37.0,1.0,21.0,1.0,110.0,109.0,0.0,40.0,1.0,6.0
35.0,1.0,19.0,1.0,9640.0,303.0,1.0,40.0,2.0,8.0
75.0,3.0,20.0,2.0,3602.0,17.0,0.0,8.0,2.0,1.0
24.0,4.0,21.0,5.0,2310.0,6.0,12.0,45.0,2.0,1.0
47.0,7.0,19.0,1.0,6355.0,6.0,1.0,80.0,1.0,1.0
27.0,1.0,18.0,5.0,2700.0,29.0,13.0,50.0,2.0,1.0
58.0,3.0,16.0,1.0,3602.0,247.0,0.0,14.0,1.0,6.0
55.0,1.0,12.0,4.0,3602.0,6.0,2.0,18.0,2.0,8.0
56.0,4.0,16.0,2.0,5740.0,4.0,0.0,40.0,2.0,1.0
55.0,2.0,16.0,3.0,4720.0,17.0,0.0,28.0,2.0,1.0
46.0,5.0,15.0,1.0,4220.0,247.0,0.0,40.0,2.0,6.0
57.0,3.0,19.0,1.0,5000.0,6.0,1.0,40.0,1.0,2.0
57.0,1.0,18.0,1.0,4810.0,6.0,0.0,41.0,2.0,1.0
54.0,1.0,21.0,1.0,4700.0,243.0,1.0,40.0,1.0,1.0
34.0,1.0,21.0,1.0,3545.0,6.0,0.0,36.0,2.0,9.0
19.0,1.0,19.0,5.0,2722.0,6.0,2.0,15.0,2.0,1.0
23.0,1.0,19.0,5.0,4020.0,6.0,2.0,30.0,1.0,8.0
31.0,1.0,21.0,5.0,4760.0,6.0,2.0,25.0,2.0,1.0
57.0,1.0,19.0,1.0,5140.0,233.0,0.0,8.0,2.0,6.0
45.0,1.0,21.0,1.0,5240.0,13.0,0.0,40.0,2.0,1.0
21.0,1.0,16.0,5.0,9620.0,6.0,16.0,40.0,1.0,1.0
75.0,1.0,21.0,1.0,3930.0,55.0,0.0,40.0,1.0,1.0
32.0,2.0,21.0,3.0,5250.0,6.0,13.0,45.0,2.0,1.0
61.0,1.0,21.0,1.0,5160.0,233.0,1.0,40.0,2.0,6.0
34.0,1.0,16.0,5.0,2640.0,6.0,2.0,12.0,1.0,8.0
49.0,1.0,18.0,5.0,7640.0,6.0,0.0,40.0,1.0,8.0
19.0,2.0,16.0,5.0,4622.0,6.0,2.0,30.0,1.0,1.0
50.0,2.0,24.0,1.0,230.0,16.0,0.0,60.0,1.0,1.0
54.0,2.0,18.0,3.0,3515.0,6.0,2.0,40.0,2.0,1.0
34.0,6.0,16.0,1.0,6360.0,6.0,0.0,8.0,1.0,1.0
63.0,6.0,21.0,3.0,410.0,212.0,12.0,25.0,1.0,1.0
47.0,4.0,18.0,1.0,9121.0,6.0,1.0,40.0,2.0,1.0
18.0,1.0,16.0,5.0,4055.0,6.0,17.0,10.0,1.0,1.0
47.0,7.0,21.0,1.0,2830.0,26.0,0.0,50.0,1.0,1.0
61.0,1.0,21.0,1.0,5300.0,233.0,1.0,40.0,1.0,6.0
46.0,3.0,21.0,1.0,2016.0,6.0,1.0,40.0,2.0,1.0
24.0,5.0,19.0,1.0,7040.0,6.0,0.0,50.0,2.0,1.0
30.0,1.0,22.0,1.0,5860.0,373.0,0.0,20.0,2.0,1.0
67.0,1.0,12.0,1.0,4220.0,303.0,0.0,40.0,1.0,8.0
55.0,1.0,22.0,1.0,735.0,17.0,0.0,40.0,2.0,1.0
39.0,2.0,19.0,3.0,3602.0,427.0,2.0,20.0,2.0,2.0
39.0,4.0,22.0,1.0,2002.0,158.0,0.0,40.0,2.0,1.0
48.0,1.0,19.0,1.0,5000.0,212.0,0.0,50.0,2.0,9.0
32.0,1.0,21.0,3.0,705.0,12.0,12.0,50.0,1.0,1.0
33.0,1.0,21.0,5.0,9620.0,6.0,11.0,40.0,1.0,1.0
67.0,1.0,16.0,4.0,5120.0,6.0,0.0,40.0,2.0,1.0
46.0,1.0,22.0,1.0,4710.0,22.0,0.0,50.0,1.0,1.0
72.0,7.0,20.0,1.0,4840.0,27.0,0.0,40.0,1.0,1.0
55.0,2.0,21.0,1.0,440.0,12.0,0.0,48.0,1.0,1.0
48.0,1.0,22.0,1.0,7750.0,231.0,0.0,40.0,1.0,6.0
38.0,1.0,22.0,5.0,51.0,36.0,0.0,55.0,2.0,1.0
64.0,7.0,19.0,1.0,10.0,36.0,0.0,50.0,1.0,1.0
24.0,3.0,16.0,5.0,4600.0,6.0,15.0,18.0,2.0,1.0
33.0,1.0,18.0,5.0,4850.0,6.0,12.0,40.0,1.0,1.0
73.0,1.0,8.0,2.0,6260.0,6.0,6.0,20.0,1.0,8.0
19.0,4.0,19.0,5.0,4110.0,6.0,17.0,14.0,2.0,6.0
47.0,1.0,19.0,1.0,4600.0,6.0,1.0,24.0,2.0,1.0
54.0,5.0,19.0,1.0,440.0,48.0,0.0,40.0,2.0,8.0
25.0,1.0,16.0,1.0,4720.0,41.0,2.0,30.0,2.0,1.0
30.0,7.0,22.0,1.0,310.0,210.0,0.0,40.0,1.0,6.0
56.0,1.0,19.0,1.0,600.0,51.0,0.0,50.0,1.0,1.0
55.0,1.0,1.0,1.0,9130.0,303.0,1.0,60.0,1.0,8.0
54.0,1.0,16.0,1.0,4720.0,6.0,1.0,40.0,2.0,1.0
41.0,1.0,21.0,1.0,2825.0,45.0,1.0,60.0,2.0,1.0
57.0,1.0,21.0,1.0,800.0,8.0,1.0,40.0,1.0,1.0
53.0,3.0,19.0,3.0,5600.0,6.0,0.0,40.0,2.0,1.0
22.0,1.0,16.0,5.0,4760.0,6.0,2.0,25.0,1.0,3.0
48.0,1.0,19.0,1.0,440.0,247.0,0.0,40.0,2.0,6.0
37.0,1.0,16.0,1.0,310.0,313.0,0.0,40.0,1.0,8.0
60.0,3.0,16.0,3.0,3602.0,26.0,0.0,71.0,2.0,1.0
21.0,1.0,17.0,5.0,4220.0,364.0,2.0,40.0,1.0,1.0
33.0,3.0,22.0,1.0,2310.0,6.0,1.0,45.0,2.0,1.0
62.0,1.0,22.0,1.0,4840.0,210.0,1.0,50.0,1.0,6.0
46.0,1.0,21.0,3.0,800.0,158.0,0.0,40.0,1.0,1.0
22.0,2.0,21.0,5.0,2205.0,6.0,12.0,5.0,2.0,6.0
67.0,1.0,22.0,1.0,710.0,48.0,1.0,40.0,2.0,1.0
39.0,1.0,21.0,1.0,1050.0,4.0,0.0,50.0,1.0,6.0
19.0,1.0,16.0,5.0,4020.0,6.0,2.0,17.0,2.0,1.0
33.0,1.0,21.0,1.0,350.0,200.0,1.0,40.0,1.0,1.0
37.0,1.0,21.0,1.0,1306.0,362.0,1.0,40.0,2.0,9.0
54.0,2.0,19.0,1.0,3605.0,6.0,1.0,32.0,2.0,2.0
63.0,6.0,24.0,1.0,2861.0,217.0,0.0,60.0,1.0,6.0
46.0,4.0,21.0,1.0,1360.0,233.0,0.0,40.0,2.0,6.0
43.0,3.0,22.0,1.0,1021.0,215.0,0.0,40.0,2.0,6.0
58.0,1.0,15.0,1.0,9130.0,303.0,0.0,60.0,1.0,1.0
56.0,7.0,21.0,1.0,2710.0,6.0,0.0,40.0,1.0,1.0
56.0,1.0,16.0,3.0,5740.0,6.0,0.0,40.0,2.0,1.0
29.0,1.0,21.0,5.0,1006.0,6.0,12.0,45.0,1.0,6.0
30.0,1.0,18.0,5.0,4700.0,6.0,2.0,40.0,2.0,9.0
18.0,1.0,16.0,5.0,5240.0,6.0,4.0,30.0,2.0,1.0
59.0,1.0,21.0,1.0,5860.0,207.0,0.0,40.0,2.0,6.0
51.0,3.0,23.0,1.0,2016.0,6.0,0.0,45.0,1.0,1.0
38.0,3.0,19.0,5.0,4220.0,6.0,0.0,48.0,1.0,1.0
26.0,1.0,16.0,5.0,8255.0,303.0,10.0,50.0,1.0,8.0
54.0,1.0,21.0,1.0,910.0,6.0,1.0,51.0,2.0,8.0
43.0,4.0,23.0,1.0,10.0,6.0,1.0,40.0,2.0,1.0
33.0,2.0,21.0,5.0,2300.0,6.0,2.0,40.0,2.0,2.0
41.0,2.0,18.0,1.0,540.0,6.0,0.0,40.0,2.0,9.0
54.0,6.0,19.0,3.0,4810.0,6.0,0.0,50.0,2.0,1.0
28.0,6.0,21.0,5.0,2850.0,36.0,2.0,2.0,1.0,1.0
38.0,1.0,16.0,5.0,8990.0,6.0,13.0,40.0,1.0,1.0
57.0,7.0,21.0,1.0,40.0,4.0,0.0,50.0,1.0,1.0
43.0,3.0,22.0,1.0,2360.0,6.0,0.0,50.0,2.0,6.0
38.0,1.0,22.0,1.0,1021.0,26.0,0.0,50.0,1.0,1.0
58.0,7.0,1.0,1.0,6260.0,312.0,1.0,40.0,1.0,1.0
59.0,1.0,1.0,1.0,4140.0,6.0,6.0,50.0,1.0,8.0
62.0,4.0,21.0,1.0,1220.0,6.0,0.0,40.0,1.0,2.0
33.0,1.0,21.0,1.0,110.0,6.0,1.0,45.0,1.0,1.0
40.0,3.0,21.0,1.0,2634.0,36.0,0.0,40.0,2.0,6.0
32.0,3.0,17.0,5.0,3930.0,6.0,0.0,40.0,2.0,2.0
47.0,7.0,18.0,1.0,10.0,301.0,0.0,32.0,2.0,1.0
44.0,6.0,19.0,5.0,2710.0,6.0,0.0,40.0,1.0,1.0
30.0,1.0,18.0,5.0,4700.0,6.0,2.0,40.0,2.0,1.0
56.0,3.0,22.0,1.0,2545.0,210.0,1.0,30.0,2.0,6.0
56.0,1.0,20.0,1.0,1530.0,34.0,1.0,55.0,1.0,1.0
35.0,1.0,21.0,1.0,4621.0,6.0,1.0,30.0,1.0,9.0
28.0,1.0,18.0,5.0,5240.0,6.0,11.0,40.0,1.0,1.0
25.0,1.0,19.0,5.0,9130.0,6.0,5.0,40.0,1.0,6.0
44.0,1.0,18.0,1.0,6400.0,6.0,1.0,45.0,1.0,1.0
36.0,1.0,21.0,4.0,1410.0,6.0,0.0,40.0,1.0,1.0
49.0,3.0,22.0,1.0,3820.0,6.0,1.0,56.0,1.0,1.0
51.0,5.0,18.0,3.0,930.0,6.0,0.0,40.0,2.0,1.0
42.0,1.0,21.0,1.0,800.0,6.0,0.0,40.0,2.0,1.0
56.0,2.0,21.0,1.0,420.0,6.0,1.0,40.0,2.0,1.0
40.0,1.0,20.0,5.0,9600.0,303.0,2.0,40.0,1.0,1.0
23.0,1.0,16.0,5.0,5240.0,6.0,5.0,40.0,1.0,1.0
24.0,1.0,21.0,5.0,4600.0,110.0,15.0,45.0,2.0,1.0
29.0,1.0,16.0,1.0,2145.0,6.0,2.0,40.0,2.0,1.0
48.0,1.0,18.0,3.0,4720.0,48.0,15.0,30.0,2.0,8.0
73.0,1.0,18.0,1.0,800.0,6.0,1.0,6.0,1.0,1.0
30.0,4.0,23.0,5.0,3602.0,6.0,2.0,29.0,2.0,6.0
64.0,1.0,19.0,1.0,9365.0,6.0,0.0,40.0,1.0,1.0
35.0,2.0,14.0,5.0,3930.0,6.0,16.0,20.0,1.0,5.0
21.0,5.0,18.0,5.0,9830.0,11.0,17.0,70.0,2.0,1.0
67.0,1.0,16.0,3.0,10.0,4.0,0.0,30.0,2.0,1.0
36.0,3.0,19.0,3.0,2545.0,6.0,0.0,25.0,2.0,8.0
62.0,1.0,21.0,3.0,1006.0,55.0,0.0,40.0,1.0,1.0
51.0,1.0,16.0,3.0,5860.0,6.0,13.0,40.0,2.0,1.0
51.0,1.0,1.0,2.0,4230.0,6.0,5.0,38.0,2.0,1.0
18.0,1.0,16.0,5.0,4720.0,6.0,2.0,15.0,1.0,1.0
23.0,5.0,19.0,3.0,3870.0,32.0,0.0,50.0,1.0,2.0
69.0,1.0,19.0,1.0,5000.0,207.0,1.0,50.0,2.0,6.0
28.0,1.0,21.0,5.0,3255.0,6.0,0.0,40.0,2.0,1.0
42.0,1.0,21.0,1.0,110.0,33.0,0.0,40.0,1.0,1.0
19.0,1.0,16.0,5.0,6355.0,6.0,2.0,25.0,1.0,1.0
50.0,1.0,16.0,1.0,120.0,327.0,1.0,40.0,2.0,1.0
61.0,6.0,20.0,1.0,8450.0,6.0,0.0,20.0,1.0,1.0
32.0,1.0,22.0,5.0,1021.0,11.0,0.0,50.0,1.0,1.0
44.0,1.0,21.0,1.0,1240.0,6.0,0.0,40.0,2.0,1.0
60.0,1.0,22.0,1.0,9142.0,158.0,0.0,40.0,1.0,1.0
31.0,1.0,14.0,4.0,3645.0,6.0,2.0,40.0,2.0,8.0
50.0,1.0,20.0,1.0,4920.0,6.0,0.0,48.0,1.0,1.0
46.0,1.0,22.0,1.0,800.0,233.0,0.0,30.0,2.0,6.0
24.0,1.0,16.0,1.0,6260.0,303.0,1.0,35.0,1.0,9.0
35.0,2.0,22.0,1.0,3245.0,17.0,1.0,45.0,2.0,1.0
60.0,6.0,19.0,5.0,440.0,6.0,0.0,6.0,1.0,1.0
40.0,4.0,22.0,1.0,2002.0,6.0,1.0,50.0,1.0,9.0
30.0,3.0,21.0,5.0,3602.0,158.0,5.0,34.0,1.0,1.0
35.0,1.0,21.0,5.0,51.0,6.0,0.0,40.0,1.0,8.0
48.0,1.0,21.0,1.0,3255.0,233.0,0.0,36.0,1.0,6.0
30.0,1.0,19.0,5.0,4030.0,6.0,15.0,20.0,2.0,1.0
58.0,4.0,22.0,1.0,2205.0,6.0,1.0,20.0,2.0,1.0
